signal_date,next_trade_date,symbol,name,industry_name,score,market_rank,candidate_rank,buy_price,buy_price_basis,entry_price_ref_close,ret_1,ret_5,intraday_ret,ma_gap_5,turnover_rate_1,volume_ratio_1_prev,volume_ratio_3_prev,volume_ratio_5_prev,volume_ratio_7_prev,volume_ratio_5,industry_ret_1_mean
2025-11-25,,002739.SZ,儒意电影,广播、电视、电影和录音制作业,0.02612225,,1,11.47,signal_close_ref,11.47,0.04672398790717125,-0.47446390986442566,0.12448466569185257,0.18230882287025452,-0.4098595380783081,-0.28749534487724304,-0.1445796638727188,-0.0885506123304367,-0.07315103709697723,0.01988803967833519,2.992333173751831
2025-11-25,,002400.SZ,省广集团,商务服务业,0.017262794,,3,9.71,signal_close_ref,9.71,-0.1957322061061859,1.6204699277877808,-0.46074989438056946,2.0597469806671143,6.462454319000244,0.4942314326763153,1.8952057361602783,2.345113754272461,2.966034412384033,2.417433738708496,0.09413785487413406
2025-11-25,,001389.SZ,广合科技,印制电路板,0.015301179,,5,68.13,signal_close_ref,68.13,1.4368126392364502,-0.406380295753479,1.4245762825012207,0.5054528117179871,0.019644927233457565,0.7419076561927795,0.7789517641067505,0.8911392688751221,1.095510721206665,1.1514321565628052,2.311302900314331
2025-11-25,,002222.SZ,福晶科技,计算机、通信和其他电子设备制造业,0.015005494,,6,47.64,signal_close_ref,47.64,3.6589183807373047,2.0227465629577637,-0.040587786585092545,3.394369125366211,-0.048821352422237396,-0.36259588599205017,0.46241092681884766,0.7393480539321899,0.9380100965499878,0.903268575668335,1.2778260707855225
2025-11-25,,000547.SZ,航天发展,计算机、通信和其他电子设备制造业,0.014409892,,7,14.1,signal_close_ref,14.1,1.1526261568069458,3.5608181953430176,2.4310302734375,1.8851256370544434,6.579446792602539,0.0813583955168724,0.12088385224342346,0.5401884317398071,1.039880633354187,0.7146532535552979,1.2778260707855225
2025-11-25,,603444.SH,吉比特,互联网和相关服务,0.014208578,,8,444.68,signal_close_ref,444.68,1.5323545932769775,0.22086139023303986,1.3669917583465576,1.2437045574188232,-0.12518516182899475,0.44601279497146606,1.298974871635437,1.4875017404556274,1.598885416984558,1.8119922876358032,2.2874648571014404
2025-11-25,,002938.SZ,鹏鼎控股,计算机、通信和其他电子设备制造业,0.0139130205,,9,45.15,signal_close_ref,45.15,1.9787589311599731,0.0005965897580608726,1.6599111557006836,0.984944224357605,-0.3987937867641449,0.7803024053573608,1.3344892263412476,1.590728759765625,1.262364387512207,1.8630483150482178,1.2778260707855225
2025-11-25,,002436.SZ,兴森科技,计算机、通信和其他电子设备制造业,0.013368299,,11,20.1,signal_close_ref,20.1,1.5866602659225464,-1.0261987447738647,1.5904510021209717,0.5310110449790955,0.417628675699234,0.23882992565631866,0.3092745840549469,0.4300908148288727,0.32893311977386475,0.6941584944725037,1.2778260707855225
2025-11-25,,601137.SH,博威合金,有色金属冶炼和压延加工业,0.012791032,,14,21.07,signal_close_ref,21.07,0.55532306432724,-0.7121119499206543,0.12725967168807983,-0.12432596832513809,-0.47585299611091614,0.7294796705245972,0.033368006348609924,0.029768571257591248,0.10764408856630325,0.14115619659423828,1.0317339897155762
2025-11-25,,600711.SH,盛屯矿业,铜,0.012698274,,15,12.0,signal_close_ref,12.0,2.754565954208374,-0.6041926741600037,2.025571823120117,0.36920031905174255,0.3269055485725403,0.2690432071685791,-0.09919879585504532,-0.1657009720802307,-0.42590853571891785,0.025194868445396423,2.4041006565093994
2025-11-25,,600884.SH,杉杉股份,面板,0.012454089,,17,12.71,signal_close_ref,12.71,2.0450029373168945,-1.1046189069747925,1.2364413738250732,-0.139627605676651,0.10429459810256958,0.2939618229866028,0.09493548423051834,0.025987572968006134,-0.03764495998620987,0.24667881429195404,3.289656639099121
2025-11-25,,603993.SH,洛阳钼业,铜,0.01216452,,20,15.97,signal_close_ref,15.97,1.4038536548614502,0.19124269485473633,0.5766240358352661,0.5466644167900085,-0.5272272229194641,0.15221790969371796,0.4670669138431549,0.27183106541633606,0.08576411753892899,0.5933060646057129,2.4041006565093994
2025-11-25,,603308.SH,应流股份,通用设备制造业,0.012089739,,22,36.76,signal_close_ref,36.76,-0.2612488269805908,-0.4378935694694519,-0.7077874541282654,0.10611921548843384,-0.2632606327533722,0.08853892982006073,0.03499831259250641,0.19761808216571808,0.10420989245176315,0.1993975043296814,0.22208485007286072
2025-11-25,,002624.SZ,完美世界,互联网和相关服务,0.011759579,,23,15.62,signal_close_ref,15.62,0.8721327185630798,0.11532583087682724,0.8106575012207031,0.9486639499664307,-0.24893568456172943,0.3786888122558594,1.1456071138381958,1.3849927186965942,1.3536990880966187,1.6166685819625854,2.2874648571014404
2025-11-25,,002126.SZ,银轮股份,汽车制造业,0.01166193,,25,33.51,signal_close_ref,33.51,0.4641313850879669,-0.10386522859334946,-0.29672959446907043,0.40252116322517395,-0.26709794998168945,0.1925937682390213,-0.10153842717409134,0.25228461623191833,0.4600165784358978,0.1695859581232071,0.08510467410087585
2025-11-25,,002517.SZ,恺英网络,互联网和相关服务,0.011584464,,26,22.53,signal_close_ref,22.53,1.90874445438385,0.5890762805938721,1.732956051826477,1.665681004524231,0.2422398179769516,0.6536446213722229,2.0046892166137695,2.2305002212524414,1.9813838005065918,2.5672268867492676,2.2874648571014404
2025-11-25,,000988.SZ,华工科技,计算机、通信和其他电子设备制造业,0.011552697,,27,70.77,signal_close_ref,70.77,1.181776762008667,-0.4546754062175751,0.6386013627052307,0.15454544126987457,0.17857572436332703,0.28331488370895386,0.49047115445137024,0.6535155773162842,0.8490450382232666,0.7975625991821289,1.2778260707855225
2025-11-25,,601360.SH,三六零,互联网和相关服务,0.011151634,,30,14.03,signal_close_ref,14.03,0.3164497911930084,-0.21703915297985077,0.3451070785522461,1.3331395387649536,0.6968814730644226,0.024853434413671494,0.714055061340332,0.3377998173236847,0.3587382733821869,0.956805944442749,2.2874648571014404
2025-11-25,,601689.SH,拓普集团,汽车制造业,0.010813735,,32,61.58,signal_close_ref,61.58,0.023008808493614197,-0.06114266812801361,-0.5667175650596619,0.3048723638057709,-0.43526896834373474,-0.19499023258686066,-0.13332334160804749,0.1948494017124176,0.19615575671195984,0.2311665415763855,0.08510467410087585
2025-11-25,,000681.SZ,视觉中国,互联网和相关服务,0.010755405,,33,25.32,signal_close_ref,25.32,-0.4721195101737976,0.8889719843864441,0.36370113492012024,0.8787291646003723,4.290813446044922,-0.3841913640499115,0.40793684124946594,0.5032432079315186,1.0977287292480469,0.6405763626098633,2.2874648571014404
