symbol,avg_turnover,avg_intraday_range,avg_abs_ret1,n_days,latest_close,is_st_symbol,passes,liq_rank,stability_rank,range_rank,price_rank,pool_score
605133.SH,504235896.51666665,0.061160798200176184,0.03324629058910809,60,35.23,False,True,0.9917525773195877,0.9690721649484536,0.9876288659793815,0.9484536082474226,0.9779381443298969
600301.SH,538632650.1166667,0.05950400709649203,0.032941746878537695,60,39.25,False,True,0.8969072164948454,0.9567010309278351,0.9711340206185567,0.98659793814433,0.937938144329897
600506.SH,535911466.1333333,0.05635978215992121,0.031005142554448376,60,25.8,False,True,0.911340206185567,0.9154639175257732,0.931958762886598,0.8072164948453608,0.8944329896907216
603757.SH,564900943.4166666,0.0591038311730875,0.028612736823414284,60,36.25,False,True,0.8309278350515464,0.8268041237113402,0.9690721649484536,0.9649484536082474,0.8776288659793814
603360.SH,556412844.2333333,0.057261864810696284,0.02849194687740097,60,31.24,False,True,0.8577319587628865,0.8185567010309278,0.9505154639175257,0.9134020618556701,0.8749484536082475
002940.SZ,632029724.1333333,0.06030337095151743,0.033357580016957794,60,38.73,False,True,0.7216494845360825,0.9711340206185567,0.9814432989690721,0.9835051546391752,0.8628865979381444
603767.SH,550983309.0,0.05155924953756954,0.030217358201492073,60,22.94,False,True,0.8742268041237113,0.8927835051546392,0.8350515463917526,0.7670103092783506,0.8506185567010309
603663.SH,518227913.5833333,0.04569140382533533,0.02519784424542321,60,31.04,False,True,0.954639175257732,0.6783505154639176,0.668041237113402,0.9092783505154639,0.8473195876288661
002846.SZ,539318082.1833333,0.05675543052920988,0.030205616825997414,60,16.49,False,True,0.8948453608247423,0.8907216494845361,0.9422680412371134,0.5938144329896907,0.8409278350515463
600513.SH,532648822.95,0.054198488873837054,0.02795641409588817,60,18.86,False,True,0.9175257731958762,0.8061855670103093,0.8927835051546392,0.6494845360824743,0.837938144329897
600835.SH,516976782.1333333,0.04401552549321362,0.02408630829487707,60,33.0,False,True,0.9608247422680413,0.6164948453608248,0.6164948453608248,0.9257731958762887,0.833298969072165
002792.SZ,508491281.68333334,0.04876869116674161,0.0249780014057765,60,19.65,False,True,0.9814432989690721,0.6597938144329897,0.7731958762886598,0.6639175257731958,0.8223711340206186
002158.SZ,583526614.4833333,0.056292956631140596,0.030405001675391178,60,22.05,False,True,0.7938144329896907,0.8969072164948454,0.9257731958762887,0.734020618556701,0.8222680412371135
600933.SH,503182862.46666664,0.04862568668732106,0.024286982728057904,60,19.48,False,True,0.9958762886597938,0.6268041237113402,0.7690721649484537,0.6597938144329897,0.8208247422680413
002636.SZ,571791044.15,0.056408909717425446,0.034357218055798146,60,14.82,False,True,0.8185567010309278,0.9917525773195877,0.9360824742268041,0.5463917525773195,0.8163917525773197
002164.SZ,505526315.1,0.04880713709433051,0.02615745100475218,60,13.7,False,True,0.9896907216494846,0.7216494845360825,0.7752577319587629,0.5051546391752577,0.8070103092783505
603367.SH,583229099.9333333,0.05488234765757759,0.029747684443263565,60,18.73,False,True,0.797938144329897,0.8701030927835052,0.9030927835051547,0.643298969072165,0.797216494845361
002683.SZ,569103080.35,0.045717389303851684,0.024245942131283185,60,39.75,False,True,0.8268041237113402,0.6206185567010309,0.6721649484536083,0.9958762886597938,0.7961855670103093
600756.SH,556097796.8333334,0.04628374221358057,0.02679115952293676,60,23.2,False,True,0.8597938144329897,0.7505154639175258,0.6927835051546392,0.7711340206185567,0.7951546391752579
603308.SH,685773941.1666666,0.058200913816611945,0.027847277114893272,60,36.77,False,True,0.6474226804123712,0.8,0.9587628865979382,0.9752577319587629,0.7902061855670104
603131.SH,664264558.9666667,0.05438988856097127,0.03155355639822129,60,27.04,False,True,0.6721649484536083,0.9237113402061856,0.8969072164948454,0.8350515463917526,0.7887628865979381
