epoch,train_loss,train_ic,train_daily_ic,valid_loss,valid_mse_loss,valid_pearson_loss,valid_soft_rank_loss,valid_pairwise_loss,valid_ic,valid_daily_ic,valid_top_k_return,valid_hit_rate,valid_excess_return,valid_positive_excess_rate,valid_relative_return,valid_max_drawdown,valid_head_daily_ic,lr,selection_candidate,selection_score
1,0.02003582636039236,0.11253024894303643,0.11559103312305372,0.004588512238115072,0.004588512238115072,0.9855592250823975,0.9912538574292109,0.690976979640814,-0.010838657055249399,-0.0053313653196345265,-0.008424651616503699,0.46153846153846156,-0.008424651607548675,0.46153846153846156,-0.21944928169250488,-0.36288389069959515,-0.023776223776223775,0.0008,0.0,
2,0.005789564555179183,0.1701645050728511,0.1735642381241967,0.004499796312302351,0.004499796312302351,0.9407104849815369,1.0839212307563195,0.6936995639250829,0.06932048677620888,0.07015063410653546,0.0004889041436119721,0.46153846153846156,0.0004889041167468979,0.46153846153846156,-0.011659860610961914,-0.2623698672711302,-0.03916083916083916,0.0008,1.0,6.0
3,0.005192647838087989,0.1519980591584258,0.15687273828629947,0.004347957670688629,0.004347957670688629,0.9717202186584473,1.0127017291692586,0.6925733456244836,0.01736369593749951,0.01900483429963016,0.005899333771174917,0.5384615384615384,0.005899333753264868,0.5384615384615384,0.12442922592163086,-0.23608061690380344,-0.01025641025641026,0.0008,1.0,10.0
4,0.004928561565822234,0.17655002488656135,0.17646276089769808,0.004272787366062403,0.004272787366062403,0.9544801115989685,1.0534664828043718,0.6935838208748744,0.04617200240959911,0.044510382396207346,0.00802089880632523,0.46153846153846156,0.008020898792892694,0.46153846153846156,0.1925140619277954,-0.12456610231507637,0.0055944055944056,0.0008,1.0,11.0
5,0.0047457549969859075,0.17747577885851623,0.17782335631893836,0.004251547623425722,0.004251547623425722,0.9575130343437195,1.0381072071882396,0.6931868837429926,0.03685806695490386,0.03867505626803829,0.013693883880757941,0.6153846153846154,0.013693883907623015,0.6153846153846154,0.39219486713409424,-0.20474227855868143,-0.04102564102564103,0.0008,1.0,17.0
6,0.004665064670688664,0.16691987001627956,0.1613331434728237,0.004305769689381123,0.004305769689381123,0.9696701765060425,1.0094724274598634,0.6926742494106293,0.013298454427049406,0.014531013322049428,0.003778832613114411,0.46153846153846156,0.003778832599681874,0.46153846153846156,0.07631921768188477,-0.1697342036210021,-0.03636363636363637,0.0008,1.0,9.0
7,0.004545083623820346,0.1785863656008838,0.17387526370088685,0.004270399920642376,0.004270399920642376,0.9741198420524597,0.9994614445246183,0.6927893689045539,0.00859599540787101,0.004817568445919998,0.010505033012192983,0.6153846153846154,0.010505032994282933,0.6153846153846154,0.28091347217559814,-0.1400375090148307,0.09510489510489509,0.0008,1.0,12.0
8,0.004507881964027651,0.20433176205327236,0.19970336974176678,0.004469401203095913,0.004469401203095913,0.9530589580535889,1.04794043302536,0.6938641621516302,0.04013478889174558,0.03722925822355433,0.01323360023357404,0.6538461538461539,0.01323360023357404,0.6538461538461539,0.3744882345199585,-0.1768800534034074,0.046620046620046623,0.0008,1.0,16.0
9,0.004446100515407103,0.196208585348827,0.18983814598182155,0.0043196845799684525,0.0043196845799684525,0.9740630984306335,0.9960781289980962,0.6929044838135059,0.005386036355372671,0.00019240054116240725,0.012787307876771173,0.5384615384615384,0.012787307894681223,0.5384615384615384,0.3647305965423584,-0.10860227047674553,0.02750582750582751,0.0008,1.0,15.0
10,0.004430542953907412,0.21867822337057688,0.20690281163958452,0.004307882860302925,0.004307882860302925,0.9580820798873901,1.027617823619109,0.6931350918916556,0.02452673637694578,0.023046278107992667,0.015736891632863823,0.6923076923076923,0.015736891641818847,0.6923076923076923,0.4709576368331909,-0.17604248518215015,-0.015384615384615375,0.0008,1.0,18.0
