symbol,name,last_price,latest_date,candidate_source,heat_rank,heat_score,heat_reasons
002617.SZ,露笑科技,10.12,2026-06-29,base,,,
002622.SZ,皓宸医疗,2.11,2026-06-29,base,,,
002623.SZ,亚玛顿,15.19,2026-06-29,base,,,
002624.SZ,完美世界,12.69,2026-06-29,base,,,
002625.SZ,光启技术,29.01,2026-06-29,base,,,
002626.SZ,金达威,13.54,2026-06-29,base,,,
002627.SZ,三峡旅游,5.79,2026-06-29,base,,,
002628.SZ,成都路桥,4.86,2026-06-29,base,,,
002629.SZ,仁智股份,4.42,2026-06-29,base,,,
002631.SZ,德尔未来,10.26,2026-06-29,base,,,
002632.SZ,道明光学,8.87,2026-06-29,base,,,
002633.SZ,申科股份,15.26,2026-06-29,base,,,
002635.SZ,安洁科技,19.87,2026-06-29,base,,,
002637.SZ,赞宇科技,10.82,2026-06-29,base,,,
002638.SZ,勤上股份,4.02,2026-06-29,base+heat,7.0,9.495512705821008,"strong_industry,top_ret1_not_overheated,limit_up,industry_relative_strength,volume_active"
002639.SZ,雪人集团,14.06,2026-06-29,base,,,
002640.SZ,跨境通,2.99,2026-06-29,base,,,
002641.SZ,公元股份,3.89,2026-06-29,base,,,
002642.SZ,荣联科技,6.07,2026-06-29,base,,,
002643.SZ,万润股份,19.62,2026-06-29,base,,,
002644.SZ,佛慈制药,7.18,2026-06-29,base,,,
002645.SZ,华宏科技,26.6,2026-06-29,base,,,
002646.SZ,天佑德酒,6.43,2026-06-29,base,,,
002647.SZ,仁东控股,11.3,2026-06-29,base,,,
002648.SZ,卫星化学,24.23,2026-06-29,base,,,
002649.SZ,博彦科技,7.93,2026-06-29,base,,,
002651.SZ,利君股份,7.23,2026-06-29,base,,,
002652.SZ,扬子新材,4.17,2026-06-29,base,,,
002654.SZ,万润科技,20.24,2026-06-29,base,,,
002657.SZ,中科金财,21.4,2026-06-29,base,,,
002658.SZ,雪迪龙,8.21,2026-06-29,base,,,
002659.SZ,凯文教育,3.75,2026-06-29,base,,,
002660.SZ,茂硕电源,6.51,2026-06-29,base,,,
002661.SZ,克明食品,6.99,2026-06-29,base,,,
002662.SZ,峰璟股份,3.71,2026-06-29,base,,,
002664.SZ,信质集团,16.84,2026-06-29,base,,,
002666.SZ,德联集团,3.94,2026-06-29,base,,,
002668.SZ,TCL智家,10.66,2026-06-29,base,,,
002669.SZ,康达新材,17.34,2026-06-29,base,,,
002670.SZ,国盛证券,11.21,2026-06-29,base,,,
002671.SZ,龙泉股份,3.71,2026-06-29,base,,,
002672.SZ,东江环保,3.53,2026-06-29,base,,,
002673.SZ,西部证券,6.51,2026-06-29,base,,,
002674.SZ,兴业科技,31.7,2026-06-29,base+heat,15.0,9.09160817711981,"volume_breakout,limit_up,top_ret3,industry_relative_strength,volume_active"
002675.SZ,东诚药业,12.74,2026-06-29,base,,,
002676.SZ,顺威股份,4.85,2026-06-29,base,,,
002677.SZ,浙江美大,5.61,2026-06-29,base,,,
002678.SZ,珠江钢琴,4.31,2026-06-29,base,,,
002679.SZ,福建金森,8.0,2026-06-29,base,,,
002681.SZ,奋达科技,4.45,2026-06-29,base,,,
002682.SZ,龙洲股份,4.23,2026-06-29,base,,,
002683.SZ,广东宏大,27.4,2026-06-29,base,,,
002685.SZ,华东重机,6.41,2026-06-29,base,,,
002686.SZ,亿利达,5.12,2026-06-29,base,,,
002687.SZ,乔治白,4.97,2026-06-29,base,,,
002688.SZ,金河生物,4.82,2026-06-29,base,,,
002690.SZ,美亚光电,14.15,2026-06-29,base,,,
002692.SZ,远程股份,3.71,2026-06-29,base,,,
002693.SZ,双成药业,9.11,2026-06-29,base,,,
002695.SZ,煌上煌,10.08,2026-06-29,base,,,
002696.SZ,百洋股份,5.01,2026-06-29,base,,,
002697.SZ,红旗连锁,4.19,2026-06-29,base,,,
002698.SZ,博实股份,11.44,2026-06-29,base,,,
002700.SZ,万憬能源,6.48,2026-06-29,base,,,
002701.SZ,奥瑞金,4.36,2026-06-29,base,,,
002702.SZ,海欣食品,4.53,2026-06-29,base,,,
002703.SZ,浙江世宝,14.01,2026-06-29,base,,,
002705.SZ,新宝股份,11.01,2026-06-29,base,,,
002706.SZ,良信股份,10.38,2026-06-29,base,,,
002707.SZ,众信旅游,4.83,2026-06-29,base,,,
002708.SZ,光洋股份,12.65,2026-06-29,base,,,
002712.SZ,思美传媒,4.18,2026-06-29,base,,,
002714.SZ,牧原股份,35.99,2026-06-29,base+heat,9.0,9.38951482217985,"strong_industry,top_ret1_not_overheated,top_ret3,industry_relative_strength,volume_active"
002715.SZ,登云股份,13.22,2026-06-29,base,,,
002716.SZ,湖南白银,8.05,2026-06-29,base,,,
002721.SZ,金一文化,2.2,2026-06-29,base,,,
002722.SZ,物产金轮,11.9,2026-06-29,base,,,
002723.SZ,小崧股份,8.78,2026-06-29,base,,,
002724.SZ,海洋王,4.82,2026-06-29,base,,,
002725.SZ,跃岭股份,12.34,2026-06-29,base,,,
002727.SZ,一心堂,10.02,2026-06-29,base,,,
002728.SZ,特一药业,8.8,2026-06-29,base,,,
002730.SZ,电光科技,29.26,2026-06-29,base,,,
002732.SZ,燕塘乳业,12.66,2026-06-29,base,,,
002733.SZ,雄韬股份,31.9,2026-06-29,base,,,
002734.SZ,利民股份,17.11,2026-06-29,base,,,
002735.SZ,王子新材,15.81,2026-06-29,base,,,
002736.SZ,国信证券,10.1,2026-06-29,base,,,
002737.SZ,葵花药业,11.8,2026-06-29,base,,,
002739.SZ,儒意电影,9.43,2026-06-29,base,,,
002741.SZ,光华科技,35.2,2026-06-29,base,,,
002742.SZ,冀衡医药,3.38,2026-06-29,base,,,
002743.SZ,富煌钢构,3.96,2026-06-29,base,,,
002745.SZ,木林森,11.83,2026-06-29,base,,,
002746.SZ,仙坛股份,5.16,2026-06-29,base,,,
002747.SZ,埃斯顿,33.94,2026-06-29,base,,,
002748.SZ,世龙实业,10.71,2026-06-29,base,,,
002749.SZ,国光股份,7.94,2026-06-29,base,,,
002752.SZ,昇兴股份,5.72,2026-06-29,base,,,
002753.SZ,永东股份,5.69,2026-06-29,base,,,
002755.SZ,奥赛康,13.49,2026-06-29,base,,,
002757.SZ,南兴股份,17.82,2026-06-29,base,,,
002758.SZ,浙农股份,8.02,2026-06-29,base,,,
002759.SZ,天际股份,24.02,2026-06-29,base,,,
002760.SZ,凤形股份,15.99,2026-06-29,base,,,
002761.SZ,浙江建投,6.68,2026-06-29,base,,,
002762.SZ,金发拉比,8.54,2026-06-29,base,,,
002763.SZ,汇洁股份,7.0,2026-06-29,base,,,
002765.SZ,蓝黛科技,6.93,2026-06-29,base,,,
002766.SZ,索菱股份,3.54,2026-06-29,base,,,
002767.SZ,先锋电子,16.59,2026-06-29,base,,,
002769.SZ,普路通,6.53,2026-06-29,base,,,
002771.SZ,真视通,12.24,2026-06-29,base,,,
002772.SZ,众兴菌业,11.84,2026-06-29,base,,,
002773.SZ,康弘药业,20.93,2026-06-29,base,,,
002774.SZ,快意电梯,13.85,2026-06-29,base,,,
002775.SZ,文科股份,3.31,2026-06-29,base,,,
002777.SZ,久远银海,11.93,2026-06-29,base,,,
002778.SZ,中晟高科,15.38,2026-06-29,base,,,
002780.SZ,三夫户外,12.34,2026-06-29,base,,,
002782.SZ,可立克,20.83,2026-06-29,base,,,
002783.SZ,凯龙股份,7.23,2026-06-29,base,,,
002786.SZ,银宝山新,7.51,2026-06-29,base,,,
002787.SZ,华源控股,31.4,2026-06-29,base,,,
002788.SZ,鹭燕医药,10.41,2026-06-29,base,,,
002790.SZ,瑞尔特,5.43,2026-06-29,base,,,
002791.SZ,坚朗五金,13.36,2026-06-29,base,,,
002792.SZ,通宇通讯,33.77,2026-06-29,base,,,
002793.SZ,罗欣药业,4.01,2026-06-29,base,,,
002795.SZ,永和智控,6.83,2026-06-29,base,,,
002796.SZ,世嘉科技,37.78,2026-06-29,base,,,
002797.SZ,第一创业,6.53,2026-06-29,base,,,
002798.SZ,帝欧水华,4.99,2026-06-29,base,,,
002799.SZ,环球印务,6.1,2026-06-29,base,,,
002800.SZ,天顺股份,12.94,2026-06-29,base,,,
002801.SZ,微光股份,27.02,2026-06-29,base,,,
002802.SZ,洪汇新材,10.69,2026-06-29,base,,,
002803.SZ,吉宏股份,26.03,2026-06-29,base,,,
002805.SZ,丰元股份,25.99,2026-06-29,base,,,
002806.SZ,华锋股份,18.97,2026-06-29,base,,,
002807.SZ,江阴银行,3.78,2026-06-29,base,,,
002809.SZ,红墙股份,7.56,2026-06-29,base,,,
002810.SZ,山东赫达,23.83,2026-06-29,base,,,
002811.SZ,郑中设计,11.21,2026-06-29,base,,,
002813.SZ,路畅科技,18.72,2026-06-29,base,,,
002815.SZ,崇达技术,15.91,2026-06-29,base,,,
002817.SZ,黄山胶囊,5.97,2026-06-29,base,,,
002818.SZ,富森美,10.71,2026-06-29,base,,,
002819.SZ,东方中科,21.77,2026-06-29,base,,,
002820.SZ,桂发祥,8.46,2026-06-29,base,,,
002823.SZ,凯中精密,13.81,2026-06-29,base,,,
002824.SZ,和胜股份,34.57,2026-06-29,base,,,
002825.SZ,纳尔股份,8.03,2026-06-29,base,,,
002826.SZ,易明医药,15.69,2026-06-29,base,,,
002827.SZ,高争民爆,23.61,2026-06-29,base,,,
002828.SZ,贝肯能源,10.59,2026-06-29,base,,,
002829.SZ,星网宇达,16.8,2026-06-29,base,,,
002830.SZ,名雕股份,15.72,2026-06-29,base,,,
002831.SZ,裕同科技,35.55,2026-06-29,base,,,
002832.SZ,比音勒芬,20.69,2026-06-29,base,,,
002833.SZ,弘亚数控,17.54,2026-06-29,base,,,
002835.SZ,同为股份,11.3,2026-06-29,base,,,
002836.SZ,新宏泽,9.45,2026-06-29,base,,,
002838.SZ,道恩股份,30.96,2026-06-29,base,,,
002839.SZ,张家港行,3.98,2026-06-29,base,,,
002840.SZ,华统股份,7.38,2026-06-29,base,,,
002841.SZ,视源股份,32.33,2026-06-29,base,,,
002843.SZ,泰嘉股份,19.9,2026-06-29,base,,,
002845.SZ,同兴达,14.95,2026-06-29,base,,,
002846.SZ,英联股份,10.55,2026-06-29,base,,,
002848.SZ,高斯贝尔,13.72,2026-06-29,base,,,
002849.SZ,威星智能,15.38,2026-06-29,base,,,
002852.SZ,道道全,7.26,2026-06-29,base,,,
002853.SZ,皮阿诺,19.81,2026-06-29,base,,,
002855.SZ,捷荣技术,9.4,2026-06-29,base,,,
002857.SZ,三晖电气,16.4,2026-06-29,base,,,
002858.SZ,力盛体育,10.79,2026-06-29,base,,,
002860.SZ,星帅尔,14.48,2026-06-29,base,,,
002861.SZ,瀛通通讯,21.75,2026-06-29,base,,,
002862.SZ,实丰文化,12.83,2026-06-29,base,,,
002863.SZ,今飞凯达,4.27,2026-06-29,base,,,
002864.SZ,盘龙药业,26.63,2026-06-29,base,,,
002866.SZ,传艺科技,15.78,2026-06-29,base,,,
002867.SZ,周大生,11.5,2026-06-29,base,,,
002868.SZ,绿康生化,22.81,2026-06-29,base,,,
002869.SZ,金溢科技,16.36,2026-06-29,base,,,
002870.SZ,香山股份,38.64,2026-06-29,base,,,
002871.SZ,伟隆股份,21.76,2026-06-29,base,,,
002873.SZ,新天药业,7.46,2026-06-29,base,,,
002875.SZ,安奈儿,14.97,2026-06-29,base,,,
002876.SZ,三利谱,33.57,2026-06-29,base,,,
002877.SZ,智能自控,7.02,2026-06-29,base,,,
002878.SZ,元隆雅图,11.42,2026-06-29,base,,,
002879.SZ,长缆科技,13.2,2026-06-29,base,,,
002880.SZ,卫光生物,20.31,2026-06-29,base,,,
002881.SZ,美格智能,34.23,2026-06-29,base,,,
002882.SZ,金龙羽,18.37,2026-06-29,base,,,
002884.SZ,凌霄泵业,15.33,2026-06-29,base,,,
002885.SZ,京泉华,38.55,2026-06-29,base,,,
002886.SZ,沃特股份,26.42,2026-06-29,base,,,
002887.SZ,绿茵生态,9.82,2026-06-29,base,,,
002888.SZ,惠威科技,20.6,2026-06-29,base,,,
002889.SZ,东方嘉盛,10.31,2026-06-29,base,,,
002890.SZ,弘宇股份,13.93,2026-06-29,base,,,
002891.SZ,中宠股份,27.0,2026-06-29,base,,,
002892.SZ,科力尔,8.84,2026-06-29,base,,,
002893.SZ,京能热力,9.41,2026-06-29,base,,,
002895.SZ,川恒股份,29.87,2026-06-29,base,,,
002899.SZ,英派斯,22.88,2026-06-29,base,,,
002900.SZ,哈三联,9.57,2026-06-29,base,,,
002902.SZ,铭普光磁,26.96,2026-06-29,base,,,
002905.SZ,金逸影视,6.91,2026-06-29,base,,,
002906.SZ,华阳集团,25.06,2026-06-29,base,,,
002907.SZ,华森制药,13.84,2026-06-29,base,,,
002908.SZ,德生科技,6.37,2026-06-29,base,,,
002909.SZ,集泰股份,4.98,2026-06-29,base,,,
002910.SZ,庄园牧场,11.04,2026-06-29,base,,,
002911.SZ,佛燃能源,9.69,2026-06-29,base,,,
002912.SZ,中新赛克,18.13,2026-06-29,base,,,
002915.SZ,中欣氟材,20.34,2026-06-29,base,,,
002917.SZ,金奥博,10.26,2026-06-29,base,,,
002918.SZ,蒙娜丽莎,9.97,2026-06-29,base,,,
002919.SZ,名臣健康,18.38,2026-06-29,base,,,
002921.SZ,联诚精密,24.85,2026-06-29,base,,,
002922.SZ,伊戈尔,31.01,2026-06-29,base,,,
002923.SZ,润都股份,9.68,2026-06-29,base,,,
002925.SZ,盈趣科技,23.36,2026-06-29,base,,,
002926.SZ,华西证券,8.23,2026-06-29,base,,,
002927.SZ,泰永长征,19.05,2026-06-29,base,,,
002928.SZ,华夏航空,7.44,2026-06-29,base,,,
002930.SZ,宏川智慧,9.48,2026-06-29,base,,,
002933.SZ,新兴装备,25.6,2026-06-29,base,,,
002935.SZ,天奥电子,20.47,2026-06-29,base,,,
002939.SZ,长城证券,8.39,2026-06-29,base,,,
002940.SZ,昂利康,27.34,2026-06-29,base,,,
002941.SZ,新疆交建,9.41,2026-06-29,base,,,
002942.SZ,新农股份,14.6,2026-06-29,base,,,
002945.SZ,华林证券,13.38,2026-06-29,base,,,
002946.SZ,新乳业,14.48,2026-06-29,base,,,
002948.SZ,青岛银行,5.22,2026-06-29,base,,,
002949.SZ,华阳国际,10.02,2026-06-29,base,,,
002950.SZ,奥美医疗,9.28,2026-06-29,base,,,
002951.SZ,金时科技,13.58,2026-06-29,base,,,
002952.SZ,亚世光电,21.02,2026-06-29,base,,,
002953.SZ,日丰股份,8.78,2026-06-29,base,,,
002955.SZ,鸿合科技,32.5,2026-06-29,base,,,
002956.SZ,西麦食品,21.69,2026-06-29,base,,,
002958.SZ,青农商行,2.77,2026-06-29,base,,,
002959.SZ,小熊电器,31.49,2026-06-29,base,,,
002960.SZ,青鸟智控,8.17,2026-06-29,base,,,
002961.SZ,瑞达期货,19.72,2026-06-29,base,,,
002962.SZ,五方光电,20.96,2026-06-29,base,,,
002963.SZ,豪尔赛,20.71,2026-06-29,base,,,
002966.SZ,苏州银行,7.13,2026-06-29,base,,,
002967.SZ,广电计量,17.92,2026-06-29,base,,,
002968.SZ,新大正,8.6,2026-06-29,base,,,
002969.SZ,嘉美包装,13.72,2026-06-29,base,,,
002972.SZ,科安达,18.1,2026-06-29,base,,,
002973.SZ,侨银股份,10.48,2026-06-29,base,,,
002976.SZ,瑞玛精密,24.89,2026-06-29,base,,,
002978.SZ,安宁股份,25.31,2026-06-29,base,,,
002981.SZ,朝阳科技,18.26,2026-06-29,base,,,
002982.SZ,湘佳股份,10.9,2026-06-29,base,,,
002983.SZ,芯瑞达,26.11,2026-06-29,base,,,
002984.SZ,森麒麟,13.36,2026-06-29,base,,,
002985.SZ,北摩高科,26.77,2026-06-29,base,,,
002986.SZ,宇新股份,11.94,2026-06-29,base,,,
002987.SZ,京北方,9.72,2026-06-29,base,,,
002988.SZ,豪美新材,22.1,2026-06-29,base,,,
002989.SZ,中天精装,33.01,2026-06-29,base,,,
002995.SZ,天地在线,17.3,2026-06-29,base,,,
002996.SZ,顺博合金,5.91,2026-06-29,base,,,
002997.SZ,瑞鹄模具,27.29,2026-06-29,base,,,
002998.SZ,优彩资源,6.43,2026-06-29,base,,,
002999.SZ,天禾股份,5.42,2026-06-29,base,,,
600000.SH,浦发银行,8.73,2026-06-29,base,,,
600004.SH,白云机场,7.44,2026-06-29,base,,,
600006.SH,东风股份,5.17,2026-06-29,base,,,
600007.SH,中国国贸,19.31,2026-06-29,base,,,
600008.SH,首创环保,2.76,2026-06-29,base,,,
600009.SH,上海机场,23.29,2026-06-29,base,,,
600010.SH,包钢股份,2.19,2026-06-29,base,,,
600011.SH,华能国际,7.48,2026-06-29,base,,,
600012.SH,皖通高速,16.0,2026-06-29,base,,,
600015.SH,华夏银行,6.52,2026-06-29,base,,,
600016.SH,民生银行,3.29,2026-06-29,base,,,
600017.SH,日照港,2.55,2026-06-29,base,,,
600018.SH,上港集团,4.83,2026-06-29,base,,,
600019.SH,宝钢股份,5.54,2026-06-29,base,,,
600020.SH,中原高速,3.78,2026-06-29,base,,,
600021.SH,上海电力,14.76,2026-06-29,base,,,
600023.SH,浙能电力,5.28,2026-06-29,base,,,
600025.SH,XD华能水,8.96,2026-06-29,base,,,
600026.SH,中远海能,18.7,2026-06-29,base,,,
600027.SH,华电国际,4.53,2026-06-29,base,,,
600028.SH,中国石化,4.61,2026-06-29,base,,,
600029.SH,南方航空,5.3,2026-06-29,base,,,
600030.SH,中信证券,28.49,2026-06-29,base,,,
600031.SH,三一重工,18.02,2026-06-29,base,,,
600032.SH,浙江新能,7.01,2026-06-29,base,,,
600033.SH,福建高速,3.32,2026-06-29,base,,,
600035.SH,楚天高速,3.43,2026-06-29,base,,,
600036.SH,招商银行,36.42,2026-06-29,base,,,
600037.SH,歌华有线,6.21,2026-06-29,base,,,
600038.SH,中直股份,25.01,2026-06-29,base,,,
600039.SH,四川路桥,7.94,2026-06-29,base,,,
600048.SH,保利发展,4.72,2026-06-29,base,,,
600050.SH,中国联通,4.02,2026-06-29,base,,,
600051.SH,宁波联合,5.74,2026-06-29,base,,,
600052.SH,东望时代,3.46,2026-06-29,base,,,
600054.SH,黄山旅游,10.9,2026-06-29,base,,,
600055.SH,万东医疗,10.33,2026-06-29,base,,,
600056.SH,中国医药,8.96,2026-06-29,base,,,
600057.SH,厦门象屿,5.54,2026-06-29,base,,,
600058.SH,五矿发展,11.28,2026-06-29,base,,,
600059.SH,古越龙山,7.47,2026-06-29,base,,,
600060.SH,海信视像,26.92,2026-06-29,base,,,
600061.SH,国投资本,6.57,2026-06-29,base,,,
600062.SH,华润双鹤,16.67,2026-06-29,base,,,
600063.SH,皖维高新,7.75,2026-06-29,base,,,
600064.SH,南京高科,7.24,2026-06-29,base,,,
600066.SH,宇通客车,26.92,2026-06-29,base,,,
600067.SH,冠城新材,2.88,2026-06-29,base,,,
600071.SH,凤凰光学,16.71,2026-06-29,base,,,
600072.SH,中船科技,8.47,2026-06-29,base,,,
600073.SH,光明肉业,4.72,2026-06-29,base,,,
600075.SH,新疆天业,4.14,2026-06-29,base,,,
600076.SH,康欣新材,3.01,2026-06-29,base,,,
600078.SH,澄星股份,14.07,2026-06-29,base,,,
600081.SH,东风科技,9.02,2026-06-29,base,,,
600085.SH,同仁堂,23.55,2026-06-29,base+heat,10.0,9.367364622045915,"strong_industry,top_ret1_not_overheated,top_ret3,industry_relative_strength,volume_active"
600088.SH,中视传媒,10.99,2026-06-29,base,,,
600089.SH,特变电工,22.57,2026-06-29,base,,,
600094.SH,大名城,3.56,2026-06-29,base,,,
600095.SH,湘财股份,7.54,2026-06-29,base,,,
600096.SH,云天化,31.96,2026-06-29,base,,,
600097.SH,开创国际,7.94,2026-06-29,base,,,
600098.SH,广州发展,6.02,2026-06-29,base,,,
600099.SH,林海股份,8.13,2026-06-29,base,,,
600100.SH,同方股份,6.53,2026-06-29,base,,,
600101.SH,明星电力,7.96,2026-06-29,base,,,
600103.SH,青山纸业,3.02,2026-06-29,base,,,
600104.SH,上汽集团,9.82,2026-06-29,base,,,
600106.SH,重庆路桥,4.65,2026-06-29,base,,,
600108.SH,亚盛集团,3.07,2026-06-29,base,,,
600109.SH,国金证券,8.72,2026-06-29,base,,,
600110.SH,诺德股份,14.73,2026-06-29,base,,,
600113.SH,浙江东日,30.16,2026-06-29,base,,,
600114.SH,东睦股份,36.89,2026-06-29,base,,,
600115.SH,中国东航,3.95,2026-06-29,base,,,
600116.SH,三峡水利,5.61,2026-06-29,base,,,
600117.SH,西宁特钢,2.07,2026-06-29,base,,,
600120.SH,浙江东方,4.3,2026-06-29,base,,,
600121.SH,郑州煤电,3.65,2026-06-29,base,,,
600123.SH,兰花科创,5.48,2026-06-29,base,,,
600125.SH,铁龙物流,5.2,2026-06-29,base,,,
600126.SH,XD杭钢股,6.08,2026-06-29,base,,,
600127.SH,金健米业,5.19,2026-06-29,base,,,
600128.SH,苏豪弘业,7.76,2026-06-29,base,,,
600129.SH,太极集团,13.05,2026-06-29,base,,,
600130.SH,波导股份,4.37,2026-06-29,base,,,
600131.SH,国网信通,14.81,2026-06-29,base,,,
600133.SH,东湖高新,7.92,2026-06-29,base,,,
600135.SH,乐凯胶片,7.7,2026-06-29,base,,,
600137.SH,XD浪莎股,16.71,2026-06-29,base,,,
600138.SH,中青旅,6.62,2026-06-29,base,,,
600143.SH,XD金发科,14.95,2026-06-29,base,,,
600148.SH,长春一东,14.54,2026-06-29,base,,,
600149.SH,廊坊发展,4.52,2026-06-29,base,,,
600150.SH,中国船舶,33.59,2026-06-29,base,,,
600151.SH,航天机电,11.0,2026-06-29,base,,,
600152.SH,维科技术,9.69,2026-06-29,base,,,
600153.SH,建发股份,8.15,2026-06-29,base,,,
600155.SH,华创云信,5.47,2026-06-29,base,,,
600156.SH,华升股份,8.05,2026-06-29,base,,,
600158.SH,中体产业,6.77,2026-06-29,base,,,
600159.SH,大龙地产,2.24,2026-06-29,base,,,
600161.SH,天坛生物,11.82,2026-06-29,base,,,
600162.SH,香江控股,2.94,2026-06-29,base,,,
600163.SH,中闽能源,5.06,2026-06-29,base,,,
600166.SH,福田汽车,2.94,2026-06-29,base,,,
600167.SH,联美控股,5.36,2026-06-29,base,,,
600168.SH,武汉控股,4.06,2026-06-29,base,,,
600170.SH,上海建工,2.24,2026-06-29,base,,,
600171.SH,上海贝岭,30.88,2026-06-29,base,,,
600172.SH,黄河旋风,16.16,2026-06-29,base,,,
600173.SH,卧龙新能,5.94,2026-06-29,base,,,
600177.SH,雅戈尔,7.6,2026-06-29,base,,,
600178.SH,东安动力,9.67,2026-06-29,base,,,
600179.SH,安通控股,4.48,2026-06-29,base,,,
600182.SH,S佳通,12.8,2026-06-29,base,,,
600184.SH,光电股份,29.1,2026-06-29,base,,,
600185.SH,珠免集团,4.52,2026-06-29,base,,,
600186.SH,莲花控股,13.32,2026-06-29,base,,,
600188.SH,兖矿能源,18.42,2026-06-29,base,,,
600189.SH,泉阳泉,7.51,2026-06-29,base,,,
600191.SH,华资实业,9.32,2026-06-29,base,,,
600192.SH,长城电工,6.56,2026-06-29,base,,,
600195.SH,中牧股份,6.07,2026-06-29,base,,,
600196.SH,复星医药,22.73,2026-06-29,base,,,
600197.SH,伊力特,9.72,2026-06-29,base,,,
600198.SH,大唐电信,9.24,2026-06-29,base,,,
600199.SH,金种子酒,6.3,2026-06-29,base,,,
600201.SH,生物股份,11.85,2026-06-29,base,,,
600202.SH,哈空调,4.57,2026-06-29,base,,,
600203.SH,福日电子,11.63,2026-06-29,base,,,
600207.SH,安彩高科,5.51,2026-06-29,base,,,
600208.SH,衢州发展,2.83,2026-06-29,base,,,
600210.SH,紫江企业,6.23,2026-06-29,base,,,
600211.SH,西藏药业,38.0,2026-06-29,base,,,
600212.SH,绿能慧充,5.21,2026-06-29,base,,,
600215.SH,派斯林,5.68,2026-06-29,base,,,
600216.SH,浙江医药,11.71,2026-06-29,base,,,
600217.SH,中再资环,2.84,2026-06-29,base,,,
600218.SH,全柴动力,7.29,2026-06-29,base,,,
600219.SH,南山铝业,4.12,2026-06-29,base,,,
600222.SH,太龙药业,7.25,2026-06-29,base,,,
600223.SH,福瑞达,5.11,2026-06-29,base,,,
600226.SH,亨通股份,9.57,2026-06-29,base,,,
600227.SH,赤天化,2.47,2026-06-29,base,,,
600228.SH,返利科技,10.19,2026-06-29,base,,,
600229.SH,城市传媒,4.67,2026-06-29,base,,,
600230.SH,沧州大化,13.56,2026-06-29,base,,,
600232.SH,金鹰股份,6.44,2026-06-29,base,,,
600233.SH,圆通速递,15.16,2026-06-29,base,,,
600234.SH,科新发展,29.15,2026-06-29,base,,,
600235.SH,民丰特纸,5.09,2026-06-29,base,,,
600236.SH,桂冠电力,8.85,2026-06-29,base,,,
600237.SH,铜峰电子,13.01,2026-06-29,base,,,
600241.SH,时代万恒,6.54,2026-06-29,base,,,
600246.SH,万通发展,18.47,2026-06-29,base,,,
600248.SH,陕建股份,2.72,2026-06-29,base,,,
600249.SH,两面针,4.55,2026-06-29,base,,,
600250.SH,南京商旅,7.8,2026-06-29,base,,,
600251.SH,冠农股份,8.67,2026-06-29,base,,,
600255.SH,鑫科材料,3.52,2026-06-29,base,,,
600256.SH,广汇能源,4.83,2026-06-29,base,,,
600257.SH,大湖股份,4.41,2026-06-29,base,,,
600258.SH,首旅酒店,11.08,2026-06-29,base,,,
600261.SH,阳光照明,3.15,2026-06-29,base,,,
600262.SH,北方股份,19.74,2026-06-29,base,,,
600266.SH,城建发展,3.94,2026-06-29,base,,,
600267.SH,海正药业,10.34,2026-06-29,base,,,
600268.SH,国电南自,11.81,2026-06-29,base,,,
600269.SH,赣粤高速,4.05,2026-06-29,base,,,
600271.SH,航天信息,6.49,2026-06-29,base,,,
600272.SH,开开实业,10.37,2026-06-29,base,,,
600273.SH,嘉化能源,6.7,2026-06-29,base,,,
600278.SH,东方创业,5.93,2026-06-29,base,,,
600279.SH,重庆港,3.72,2026-06-29,base,,,
600280.SH,中央商场,2.65,2026-06-29,base,,,
600281.SH,华阳新材,4.2,2026-06-29,base,,,
600282.SH,南钢股份,4.67,2026-06-29,base,,,
600283.SH,钱江水利,7.97,2026-06-29,base,,,
600284.SH,浦东建设,4.91,2026-06-29,base,,,
600285.SH,羚锐制药,19.91,2026-06-29,base,,,
600287.SH,苏豪时尚,4.46,2026-06-29,base,,,
600288.SH,大恒科技,12.36,2026-06-29,base,,,
600292.SH,电投水电,12.19,2026-06-29,base,,,
600293.SH,三峡新材,2.78,2026-06-29,base,,,
600295.SH,鄂尔多斯,10.71,2026-06-29,base,,,
600298.SH,安琪酵母,36.59,2026-06-29,base,,,
600299.SH,安迪苏,7.95,2026-06-29,base,,,
600300.SH,维维股份,2.84,2026-06-29,base,,,
600303.SH,曙光股份,2.49,2026-06-29,base,,,
600305.SH,恒顺醋业,6.57,2026-06-29,base,,,
600308.SH,华泰股份,3.04,2026-06-29,base,,,
600310.SH,广西能源,4.06,2026-06-29,base,,,
600312.SH,平高电气,17.56,2026-06-29,base,,,
600313.SH,农发种业,5.29,2026-06-29,base,,,
600315.SH,上海家化,17.04,2026-06-29,base,,,
600316.SH,洪都航空,26.67,2026-06-29,base,,,
600318.SH,新力金融,5.96,2026-06-29,base,,,
600319.SH,亚星化学,6.23,2026-06-29,base,,,
600320.SH,振华重工,4.18,2026-06-29,base,,,
600322.SH,津投城开,2.59,2026-06-29,base,,,
600323.SH,瀚蓝环境,28.21,2026-06-29,base,,,
600325.SH,华发股份,2.3,2026-06-29,base,,,
600326.SH,西藏天路,6.41,2026-06-29,base,,,
600327.SH,大东方,3.18,2026-06-29,base,,,
600328.SH,中盐化工,6.09,2026-06-29,base,,,
600329.SH,达仁堂,37.97,2026-06-29,base,,,
600330.SH,天通股份,30.14,2026-06-29,base,,,
