symbol,industry_name,industry_code,updated_at,source
600009.SH,航空运输业,G56,2026-03-18T23:31:35.441867,cninfo_industry_change
600055.SH,专用设备制造业,C35,2026-03-18T23:31:35.467931,cninfo_industry_change
002997.SZ,专用设备制造业,C35,2026-03-18T23:31:35.482284,cninfo_industry_change
600054.SH,公共设施管理业,N78,2026-03-18T23:31:35.483286,cninfo_industry_change
600056.SH,批发业,F51,2026-03-18T23:31:35.491846,cninfo_industry_change
600053.SH,资本市场服务,J67,2026-03-18T23:31:35.507662,cninfo_industry_change
600057.SH,商务服务业,L72,2026-03-18T23:31:35.527113,cninfo_industry_change
600058.SH,批发业,F51,2026-03-18T23:31:35.603059,cninfo_industry_change
600066.SH,汽车制造业,C36,2026-03-18T23:31:35.706314,cninfo_industry_change
600061.SH,证券Ⅲ,S490101,2026-03-18T23:31:35.729623,cninfo_industry_change
600073.SH,农副食品加工业,C13,2026-03-18T23:31:35.747890,cninfo_industry_change
600059.SH,酒、饮料和精制茶制造业,C15,2026-03-18T23:31:35.749703,cninfo_industry_change
600067.SH,线缆及其他,20302040,2026-03-18T23:31:35.750703,cninfo_industry_change
600063.SH,化学原料和化学制品制造业,C26,2026-03-18T23:31:35.761132,cninfo_industry_change
600081.SH,汽车制造业,C36,2026-03-18T23:31:35.808550,cninfo_industry_change
600064.SH,工业地产开发和管理,Z11010301,2026-03-18T23:31:35.817352,cninfo_industry_change
600080.SH,医药制造业,C27,2026-03-18T23:31:35.819401,cninfo_industry_change
600084.SH,酒、饮料和精制茶制造业,C15,2026-03-18T23:31:35.822881,cninfo_industry_change
600078.SH,化肥,Z02010301,2026-03-18T23:31:35.849373,cninfo_industry_change
600099.SH,铁路、船舶、航空航天和其他运输设备制造业,C37,2026-03-18T23:31:35.851372,cninfo_industry_change
600079.SH,医药制造业,C27,2026-03-18T23:31:35.857987,cninfo_industry_change
600088.SH,广播、电视、电影和录音制作业,R87,2026-03-18T23:31:35.859495,cninfo_industry_change
600060.SH,计算机、通信和其他电子设备制造业,C39,2026-03-18T23:31:35.873014,cninfo_industry_change
600062.SH,医药制造业,C27,2026-03-18T23:31:35.882448,cninfo_industry_change
600072.SH,风电零部件,S630602,2026-03-18T23:31:35.896628,cninfo_industry_change
600076.SH,木材加工和木、竹、藤、棕、草制品业,C20,2026-03-18T23:31:35.903890,cninfo_industry_change
600075.SH,化学原料和化学制品制造业,C26,2026-03-18T23:31:35.907098,cninfo_industry_change
600100.SH,计算机、通信和其他电子设备制造业,C39,2026-03-18T23:31:35.912669,cninfo_industry_change
600103.SH,造纸和纸制品业,C22,2026-03-18T23:31:35.918045,cninfo_industry_change
600094.SH,房地产业,K70,2026-03-18T23:31:35.922502,cninfo_industry_change
600096.SH,化学原料和化学制品制造业,C26,2026-03-18T23:31:35.928503,cninfo_industry_change
600085.SH,医药制造业,C27,2026-03-18T23:31:35.931566,cninfo_industry_change
600097.SH,渔业,A04,2026-03-18T23:31:35.933842,cninfo_industry_change
600095.SH,资本市场服务,J67,2026-03-18T23:31:35.940620,cninfo_industry_change
600098.SH,电力、热力生产和供应业,D44,2026-03-18T23:31:35.943038,cninfo_industry_change
600082.SH,批发业,F51,2026-03-18T23:31:35.948437,cninfo_industry_change
600104.SH,汽车制造业,C36,2026-03-18T23:31:35.951432,cninfo_industry_change
600101.SH,电网,55101070,2026-03-18T23:31:35.953486,cninfo_industry_change
600071.SH,仪器仪表制造业,C40,2026-03-18T23:31:35.957179,cninfo_industry_change
600089.SH,电气机械和器材制造业,C38,2026-03-18T23:31:35.960392,cninfo_industry_change
600105.SH,电气机械和器材制造业,C38,2026-03-18T23:31:36.007232,cninfo_industry_change
600106.SH,道路运输业,G54,2026-03-18T23:31:36.086335,cninfo_industry_change
600109.SH,资本市场服务,J67,2026-03-18T23:31:36.162421,cninfo_industry_change
600107.SH,纺织服装、服饰业,C18,2026-03-18T23:31:36.173020,cninfo_industry_change
600108.SH,农业,A01,2026-03-18T23:31:36.190188,cninfo_industry_change
600111.SH,有色金属冶炼和压延加工业,C32,2026-03-18T23:31:36.243542,cninfo_industry_change
600110.SH,计算机、通信和其他电子设备制造业,C39,2026-03-18T23:31:36.256123,cninfo_industry_change
600125.SH,铁路运输业,G53,2026-03-18T23:31:36.260709,cninfo_industry_change
600132.SH,酒、饮料和精制茶制造业,C15,2026-03-18T23:31:36.322371,cninfo_industry_change
600126.SH,黑色金属冶炼和压延加工业,C31,2026-03-18T23:31:36.331092,cninfo_industry_change
600137.SH,非运动服装,S350209,2026-03-18T23:31:36.339149,cninfo_industry_change
600121.SH,煤炭开采和洗选业,B06,2026-03-18T23:31:36.350513,cninfo_industry_change
600138.SH,商务服务业,L72,2026-03-18T23:31:36.358166,cninfo_industry_change
600143.SH,橡胶和塑料制品业,C29,2026-03-18T23:31:36.359158,cninfo_industry_change
600113.SH,商务服务业,L72,2026-03-18T23:31:36.360158,cninfo_industry_change
600133.SH,生态保护和环境治理业,N77,2026-03-18T23:31:36.363884,cninfo_industry_change
600119.SH,道路运输业,G54,2026-03-18T23:31:36.371101,cninfo_industry_change
600123.SH,煤炭开采和洗选业,B06,2026-03-18T23:31:36.379238,cninfo_industry_change
600135.SH,其他化学制品,Z02010204,2026-03-18T23:31:36.381259,cninfo_industry_change
600118.SH,计算机、通信和其他电子设备制造业,C39,2026-03-18T23:31:36.384259,cninfo_industry_change
600131.SH,软件和信息技术服务业,I65,2026-03-18T23:31:36.394403,cninfo_industry_change
600117.SH,黑色金属冶炼和压延加工业,C31,2026-03-18T23:31:36.396910,cninfo_industry_change
600120.SH,其他金融业,J69,2026-03-18T23:31:36.401228,cninfo_industry_change
600116.SH,电力、热力生产和供应业,D44,2026-03-18T23:31:36.403203,cninfo_industry_change
600130.SH,计算机、通信和其他电子设备制造业,C39,2026-03-18T23:31:36.407346,cninfo_industry_change
600114.SH,合成金属,Z02020701,2026-03-18T23:31:36.413072,cninfo_industry_change
600150.SH,铁路、船舶、航空航天和其他运输设备制造业,C37,2026-03-18T23:31:36.419266,cninfo_industry_change
600128.SH,批发业,F51,2026-03-18T23:31:36.420847,cninfo_industry_change
600129.SH,医药制造业,C27,2026-03-18T23:31:36.425507,cninfo_industry_change
600149.SH,电力、热力生产和供应业,D44,2026-03-18T23:31:36.427338,cninfo_industry_change
600127.SH,农副食品加工业,C13,2026-03-18T23:31:36.429342,cninfo_industry_change
600115.SH,航空运输业,G56,2026-03-18T23:31:36.431342,cninfo_industry_change
600148.SH,汽车系统部件,25101010,2026-03-18T23:31:36.436553,cninfo_industry_change
600136.SH,物业管理,S430301,2026-03-18T23:31:36.442845,cninfo_industry_change
600141.SH,化学原料和化学制品制造业,C26,2026-03-18T23:31:36.449693,cninfo_industry_change
600152.SH,电气机械和器材制造业,C38,2026-03-18T23:31:36.462004,cninfo_industry_change
600151.SH,汽车零配件,Z04010101,2026-03-18T23:31:36.485558,cninfo_industry_change
600153.SH,商务服务业,L72,2026-03-18T23:31:36.539345,cninfo_industry_change
600156.SH,纺织业,C17,2026-03-18T23:31:36.692577,cninfo_industry_change
600155.SH,资本市场服务,J67,2026-03-18T23:31:36.704185,cninfo_industry_change
600157.SH,火电,55101010,2026-03-18T23:31:36.758574,cninfo_industry_change
600162.SH,房地产业,K70,2026-03-18T23:31:36.766681,cninfo_industry_change
600171.SH,计算机、通信和其他电子设备制造业,C39,2026-03-18T23:31:36.777947,cninfo_industry_change
600158.SH,体育,R89,2026-03-18T23:31:36.782270,cninfo_industry_change
600168.SH,水的生产和供应业,D46,2026-03-18T23:31:36.793934,cninfo_industry_change
600160.SH,化学原料和化学制品制造业,C26,2026-03-18T23:31:36.842736,cninfo_industry_change
600182.SH,橡胶和塑料制品业,C29,2026-03-18T23:31:36.847895,cninfo_industry_change
600166.SH,汽车制造业,C36,2026-03-18T23:31:36.859030,cninfo_industry_change
600170.SH,土木工程建筑业,E48,2026-03-18T23:31:36.867111,cninfo_industry_change
600186.SH,食品制造业,C14,2026-03-18T23:31:36.872261,cninfo_industry_change
600161.SH,医药制造业,C27,2026-03-18T23:31:36.875862,cninfo_industry_change
600169.SH,采矿冶金机械,20402020,2026-03-18T23:31:36.882908,cninfo_industry_change
600173.SH,房地产业,K70,2026-03-18T23:31:36.887052,cninfo_industry_change
600184.SH,光电子器件,Z08020401,2026-03-18T23:31:36.888896,cninfo_industry_change
600159.SH,建筑施工,Z03020101,2026-03-18T23:31:36.891896,cninfo_industry_change
600165.SH,其他非金属材料,15402020,2026-03-18T23:31:36.892896,cninfo_industry_change
600163.SH,电力、热力生产和供应业,D44,2026-03-18T23:31:36.901302,cninfo_industry_change
600191.SH,农副食品加工业,C13,2026-03-18T23:31:36.906369,cninfo_industry_change
600176.SH,非金属矿物制品业,C30,2026-03-18T23:31:36.910366,cninfo_industry_change
600183.SH,计算机、通信和其他电子设备制造业,C39,2026-03-18T23:31:36.911307,cninfo_industry_change
600187.SH,水的生产和供应业,D46,2026-03-18T23:31:36.913507,cninfo_industry_change
600188.SH,煤炭开采和洗选业,B06,2026-03-18T23:31:36.915014,cninfo_industry_change
600177.SH,纺织服装、服饰业,C18,2026-03-18T23:31:36.918666,cninfo_industry_change
600189.SH,酒、饮料和精制茶制造业,C15,2026-03-18T23:31:36.927951,cninfo_industry_change
600178.SH,汽车制造业,C36,2026-03-18T23:31:36.936877,cninfo_industry_change
600180.SH,批发业,F51,2026-03-18T23:31:36.939516,cninfo_industry_change
600179.SH,多式联运和运输代理业,G58,2026-03-18T23:31:36.942262,cninfo_industry_change
600185.SH,旅游零售,25503010,2026-03-18T23:31:36.945246,cninfo_industry_change
600172.SH,非金属矿物制品业,C30,2026-03-18T23:31:36.950780,cninfo_industry_change
600192.SH,电气机械和器材制造业,C38,2026-03-18T23:31:36.955915,cninfo_industry_change
600193.SH,建筑装饰、装修和其他建筑业,E50,2026-03-18T23:31:36.974543,cninfo_industry_change
600167.SH,电力、热力生产和供应业,D44,2026-03-18T23:31:37.116424,cninfo_industry_change
600195.SH,畜牧产品,Z05020102,2026-03-18T23:31:37.173590,cninfo_industry_change
600199.SH,酒、饮料和精制茶制造业,C15,2026-03-18T23:31:37.191056,cninfo_industry_change
600215.SH,通用设备制造业,C34,2026-03-18T23:31:37.234587,cninfo_industry_change
600218.SH,通用设备制造业,C34,2026-03-18T23:31:37.248870,cninfo_industry_change
600201.SH,畜牧产品,Z05020102,2026-03-18T23:31:37.253596,cninfo_industry_change
600216.SH,医药制造业,C27,2026-03-18T23:31:37.274607,cninfo_industry_change
600197.SH,酒、饮料和精制茶制造业,C15,2026-03-18T23:31:37.281985,cninfo_industry_change
600234.SH,建筑装饰、装修和其他建筑业,E50,2026-03-18T23:31:37.329969,cninfo_industry_change
600211.SH,医药制造业,C27,2026-03-18T23:31:37.342489,cninfo_industry_change
600229.SH,新闻和出版业,R86,2026-03-18T23:31:37.344914,cninfo_industry_change
600202.SH,通用设备制造业,C34,2026-03-18T23:31:37.352177,cninfo_industry_change
600207.SH,非金属矿物制品业,C30,2026-03-18T23:31:37.361392,cninfo_industry_change
600198.SH,计算机、通信和其他电子设备制造业,C39,2026-03-18T23:31:37.365394,cninfo_industry_change
600227.SH,化学原料和化学制品制造业,C26,2026-03-18T23:31:37.367393,cninfo_industry_change
600228.SH,数字营销,50301010,2026-03-18T23:31:37.372742,cninfo_industry_change
600230.SH,化学原料和化学制品制造业,C26,2026-03-18T23:31:37.380301,cninfo_industry_change
600196.SH,医药制造业,C27,2026-03-18T23:31:37.383979,cninfo_industry_change
600223.SH,个人用品,Z05040201,2026-03-18T23:31:37.385077,cninfo_industry_change
600221.SH,航空运输业,G56,2026-03-18T23:31:37.388075,cninfo_industry_change
600203.SH,电子制造服务,Z08020202,2026-03-18T23:31:37.392306,cninfo_industry_change
600217.SH,废弃资源综合利用业,C42,2026-03-18T23:31:37.397257,cninfo_industry_change
600208.SH,房地产业,K70,2026-03-18T23:31:37.400628,cninfo_industry_change
600212.SH,电气机械和器材制造业,C38,2026-03-18T23:31:37.402785,cninfo_industry_change
600226.SH,电子元器件,Z08020301,2026-03-18T23:31:37.403784,cninfo_industry_change
600219.SH,有色金属冶炼和压延加工业,C32,2026-03-18T23:31:37.408854,cninfo_industry_change
600206.SH,有色金属冶炼和压延加工业,C32,2026-03-18T23:31:37.409838,cninfo_industry_change
600233.SH,邮政业,G60,2026-03-18T23:31:37.413839,cninfo_industry_change
600222.SH,医药制造业,C27,2026-03-18T23:31:37.418961,cninfo_industry_change
600235.SH,造纸和纸制品业,C22,2026-03-18T23:31:37.421959,cninfo_industry_change
600237.SH,计算机、通信和其他电子设备制造业,C39,2026-03-18T23:31:37.479301,cninfo_industry_change
600231.SH,黑色金属冶炼和压延加工业,C31,2026-03-18T23:31:37.485300,cninfo_industry_change
600236.SH,电力、热力生产和供应业,D44,2026-03-18T23:31:37.489300,cninfo_industry_change
600210.SH,橡胶和塑料制品业,C29,2026-03-18T23:31:37.554463,cninfo_industry_change
600238.SH,酒、饮料和精制茶制造业,C15,2026-03-18T23:31:37.576512,cninfo_industry_change
600232.SH,纺织业,C17,2026-03-18T23:31:37.582881,cninfo_industry_change
600239.SH,房地产服务,60102020,2026-03-18T23:31:37.679771,cninfo_industry_change
600258.SH,住宿业,H61,2026-03-18T23:31:37.706494,cninfo_industry_change
600255.SH,有色金属冶炼和压延加工业,C32,2026-03-18T23:31:37.714240,cninfo_industry_change
600243.SH,通用设备制造业,C34,2026-03-18T23:31:37.723797,cninfo_industry_change
600250.SH,公共设施管理业,N78,2026-03-18T23:31:37.733702,cninfo_industry_change
600257.SH,渔业,A04,2026-03-18T23:31:37.753089,cninfo_industry_change
600248.SH,土木工程建筑业,E48,2026-03-18T23:31:37.769863,cninfo_industry_change
600256.SH,煤炭开采,Z01010301,2026-03-18T23:31:37.784120,cninfo_industry_change
600266.SH,房地产业,K70,2026-03-18T23:31:37.801367,cninfo_industry_change
600249.SH,化学原料和化学制品制造业,C26,2026-03-18T23:31:37.803367,cninfo_industry_change
600246.SH,房地产业,K70,2026-03-18T23:31:37.807367,cninfo_industry_change
600241.SH,电气机械和器材制造业,C38,2026-03-18T23:31:37.838071,cninfo_industry_change
600268.SH,电气机械和器材制造业,C38,2026-03-18T23:31:37.847205,cninfo_industry_change
600267.SH,医药制造业,C27,2026-03-18T23:31:37.850303,cninfo_industry_change
600273.SH,化学原料和化学制品制造业,C26,2026-03-18T23:31:37.856049,cninfo_industry_change
600262.SH,专用设备制造业,C35,2026-03-18T23:31:37.859070,cninfo_industry_change
600272.SH,批发业,F51,2026-03-18T23:31:37.861814,cninfo_industry_change
600284.SH,土木工程建筑业,E48,2026-03-18T23:31:37.865681,cninfo_industry_change
600261.SH,电气机械和器材制造业,C38,2026-03-18T23:31:37.875883,cninfo_industry_change
600281.SH,有色金属冶炼和压延加工业,C32,2026-03-18T23:31:37.879893,cninfo_industry_change
600271.SH,软件和信息技术服务业,I65,2026-03-18T23:31:37.880894,cninfo_industry_change
600265.SH,木材加工和木、竹、藤、棕、草制品业,C20,2026-03-18T23:31:37.888177,cninfo_industry_change
600259.SH,有色金属矿采选业,B09,2026-03-18T23:31:37.898688,cninfo_industry_change
600283.SH,水的生产和供应业,D46,2026-03-18T23:31:37.907846,cninfo_industry_change
600252.SH,医药制造业,C27,2026-03-18T23:31:37.911847,cninfo_industry_change
600276.SH,医药制造业,C27,2026-03-18T23:31:37.917010,cninfo_industry_change
600279.SH,水上运输业,G55,2026-03-18T23:31:37.921012,cninfo_industry_change
600282.SH,黑色金属冶炼和压延加工业,C31,2026-03-18T23:31:37.927316,cninfo_industry_change
600278.SH,批发业,F51,2026-03-18T23:31:37.933664,cninfo_industry_change
600251.SH,农副食品加工业,C13,2026-03-18T23:31:37.934692,cninfo_industry_change
600280.SH,零售业,F52,2026-03-18T23:31:37.944529,cninfo_industry_change
600285.SH,医药制造业,C27,2026-03-18T23:31:37.965889,cninfo_industry_change
600287.SH,专营零售,25502010,2026-03-18T23:31:38.029565,cninfo_industry_change
600288.SH,横向通用软件,S710402,2026-03-18T23:31:38.078484,cninfo_industry_change
600269.SH,道路运输业,G54,2026-03-18T23:31:38.087290,cninfo_industry_change
600289.SH,软件和信息技术服务业,I65,2026-03-18T23:31:38.123500,cninfo_industry_change
600292.SH,水电,55101020,2026-03-18T23:31:38.145234,cninfo_industry_change
600293.SH,非金属矿物制品业,C30,2026-03-18T23:31:38.205329,cninfo_industry_change
600301.SH,其他小金属,S240504,2026-03-18T23:31:38.245962,cninfo_industry_change
600310.SH,电力、热力生产和供应业,D44,2026-03-18T23:31:38.247962,cninfo_industry_change
600322.SH,房地产管理,60102010,2026-03-18T23:31:38.250790,cninfo_industry_change
600309.SH,化学原料和化学制品制造业,C26,2026-03-18T23:31:38.265655,cninfo_industry_change
600303.SH,汽车制造业,C36,2026-03-18T23:31:38.273724,cninfo_industry_change
600298.SH,食品制造业,C14,2026-03-18T23:31:38.275722,cninfo_industry_change
600305.SH,食品制造业,C14,2026-03-18T23:31:38.279200,cninfo_industry_change
600295.SH,黑色金属冶炼和压延加工业,C31,2026-03-18T23:31:38.328185,cninfo_industry_change
600308.SH,造纸和纸制品业,C22,2026-03-18T23:31:38.377831,cninfo_industry_change
600329.SH,医药制造业,C27,2026-03-18T23:31:38.380028,cninfo_industry_change
600326.SH,非金属矿物制品业,C30,2026-03-18T23:31:38.381535,cninfo_industry_change
600319.SH,化学原料和化学制品制造业,C26,2026-03-18T23:31:38.384582,cninfo_industry_change
600323.SH,生态保护和环境治理业,N77,2026-03-18T23:31:38.389394,cninfo_industry_change
600327.SH,医疗服务,35102010,2026-03-18T23:31:38.392629,cninfo_industry_change
600299.SH,食品制造业,C14,2026-03-18T23:31:38.397399,cninfo_industry_change
600318.SH,货币金融服务,J66,2026-03-18T23:31:38.400172,cninfo_industry_change
600316.SH,铁路、船舶、航空航天和其他运输设备制造业,C37,2026-03-18T23:31:38.409082,cninfo_industry_change
600302.SH,专用设备制造业,C35,2026-03-18T23:31:38.410083,cninfo_industry_change
600312.SH,电气机械和器材制造业,C38,2026-03-18T23:31:38.414082,cninfo_industry_change
600331.SH,化学原料和化学制品制造业,C26,2026-03-18T23:31:38.415082,cninfo_industry_change
600333.SH,燃气生产和供应业,D45,2026-03-18T23:31:38.417082,cninfo_industry_change
600335.SH,批发业,F51,2026-03-18T23:31:38.424249,cninfo_industry_change
600313.SH,农业产品,Z05020101,2026-03-18T23:31:38.428998,cninfo_industry_change
600330.SH,电子化学品,45204010,2026-03-18T23:31:38.433157,cninfo_industry_change
600332.SH,药品流通,Z06020401,2026-03-18T23:31:38.435305,cninfo_industry_change
600315.SH,化学原料和化学制品制造业,C26,2026-03-18T23:31:38.437464,cninfo_industry_change
600307.SH,黑色金属冶炼和压延加工业,C31,2026-03-18T23:31:38.440707,cninfo_industry_change
600300.SH,酒、饮料和精制茶制造业,C15,2026-03-18T23:31:38.441793,cninfo_industry_change
600320.SH,通用设备制造业,C34,2026-03-18T23:31:38.449495,cninfo_industry_change
600328.SH,化学原料和化学制品制造业,C26,2026-03-18T23:31:38.451495,cninfo_industry_change
600325.SH,房地产业,K70,2026-03-18T23:31:38.453495,cninfo_industry_change
600336.SH,电气机械和器材制造业,C38,2026-03-18T23:31:38.498061,cninfo_industry_change
600338.SH,有色金属矿采选业,B09,2026-03-18T23:31:38.707891,cninfo_industry_change
600365.SH,网络零售,Z04060201,2026-03-18T23:31:38.748312,cninfo_industry_change
600355.SH,计算机、通信和其他电子设备制造业,C39,2026-03-18T23:31:38.757013,cninfo_industry_change
600339.SH,开采专业及辅助性活动,B11,2026-03-18T23:31:38.759020,cninfo_industry_change
600337.SH,零售业,F52,2026-03-18T23:31:38.760014,cninfo_industry_change
600359.SH,农业产品,Z05020101,2026-03-18T23:31:38.779783,cninfo_industry_change
600346.SH,化学原料和化学制品制造业,C26,2026-03-18T23:31:38.862133,cninfo_industry_change
600352.SH,化学原料和化学制品制造业,C26,2026-03-18T23:31:38.864424,cninfo_industry_change
600369.SH,资本市场服务,J67,2026-03-18T23:31:38.874031,cninfo_industry_change
600368.SH,道路运输业,G54,2026-03-18T23:31:38.878903,cninfo_industry_change
600366.SH,非金属矿物制品业,C30,2026-03-18T23:31:38.880903,cninfo_industry_change
600340.SH,房地产开发,60101010,2026-03-18T23:31:38.884257,cninfo_industry_change
600354.SH,农、林、牧、渔专业及辅助性活动,A05,2026-03-18T23:31:38.888510,cninfo_industry_change
600361.SH,有色金属冶炼和压延加工业,C32,2026-03-18T23:31:38.890909,cninfo_industry_change
600350.SH,道路运输业,G54,2026-03-18T23:31:38.898491,cninfo_industry_change
600367.SH,化学原料和化学制品制造业,C26,2026-03-18T23:31:38.899491,cninfo_industry_change
600363.SH,计算机、通信和其他电子设备制造业,C39,2026-03-18T23:31:38.903370,cninfo_industry_change
600372.SH,铁路、船舶、航空航天和其他运输设备制造业,C37,2026-03-18T23:31:38.905631,cninfo_industry_change
600371.SH,农、林、牧、渔专业及辅助性活动,A05,2026-03-18T23:31:38.909598,cninfo_industry_change
600373.SH,新闻和出版业,R86,2026-03-18T23:31:38.912811,cninfo_industry_change
600362.SH,有色金属冶炼和压延加工业,C32,2026-03-18T23:31:38.918760,cninfo_industry_change
600356.SH,造纸和纸制品业,C22,2026-03-18T23:31:38.922579,cninfo_industry_change
600348.SH,煤炭开采和洗选业,B06,2026-03-18T23:31:38.924184,cninfo_industry_change
600345.SH,计算机、通信和其他电子设备制造业,C39,2026-03-18T23:31:38.925691,cninfo_industry_change
600343.SH,通用设备制造业,C34,2026-03-18T23:31:38.930691,cninfo_industry_change
600358.SH,商务服务业,L72,2026-03-18T23:31:38.935496,cninfo_industry_change
600375.SH,汽车制造业,C36,2026-03-18T23:31:38.938494,cninfo_industry_change
600360.SH,计算机、通信和其他电子设备制造业,C39,2026-03-18T23:31:38.939494,cninfo_industry_change
600353.SH,计算机、通信和其他电子设备制造业,C39,2026-03-18T23:31:38.942495,cninfo_industry_change
600351.SH,医药制造业,C27,2026-03-18T23:31:38.944495,cninfo_industry_change
600376.SH,房地产业,K70,2026-03-18T23:31:38.953767,cninfo_industry_change
600370.SH,化学原料和化学制品制造业,C26,2026-03-18T23:31:38.955766,cninfo_industry_change
600377.SH,道路运输业,G54,2026-03-18T23:31:39.002319,cninfo_industry_change
600378.SH,氟化工,15104040,2026-03-18T23:31:39.164869,cninfo_industry_change
600379.SH,电气机械和器材制造业,C38,2026-03-18T23:31:39.214951,cninfo_industry_change
600380.SH,医药制造业,C27,2026-03-18T23:31:39.244651,cninfo_industry_change
600381.SH,中成药,35203020,2026-03-18T23:31:39.248156,cninfo_industry_change
600392.SH,有色金属冶炼和压延加工业,C32,2026-03-18T23:31:39.255264,cninfo_industry_change
600410.SH,软件和信息技术服务业,I65,2026-03-18T23:31:39.268306,cninfo_industry_change
600398.SH,纺织服装、服饰业,C18,2026-03-18T23:31:39.270294,cninfo_industry_change
600416.SH,电机Ⅲ,S630101,2026-03-18T23:31:39.299114,cninfo_industry_change
600409.SH,合成纤维,Z02010401,2026-03-18T23:31:39.335237,cninfo_industry_change
600390.SH,其他金融服务,Z07020401,2026-03-18T23:31:39.363406,cninfo_industry_change
600406.SH,软件和信息技术服务业,I65,2026-03-18T23:31:39.380074,cninfo_industry_change
600420.SH,医药制造业,C27,2026-03-18T23:31:39.390932,cninfo_industry_change
600395.SH,煤炭开采和洗选业,B06,2026-03-18T23:31:39.394932,cninfo_industry_change
600399.SH,黑色金属冶炼和压延加工业,C31,2026-03-18T23:31:39.397932,cninfo_industry_change
600400.SH,纺织服装、服饰业,C18,2026-03-18T23:31:39.403016,cninfo_industry_change
600405.SH,计算机、通信和其他电子设备制造业,C39,2026-03-18T23:31:39.406017,cninfo_industry_change
600389.SH,化学原料和化学制品制造业,C26,2026-03-18T23:31:39.409606,cninfo_industry_change
600382.SH,黑色金属矿采选业,B08,2026-03-18T23:31:39.413755,cninfo_industry_change
600403.SH,煤炭开采和洗选业,B06,2026-03-18T23:31:39.416261,cninfo_industry_change
600397.SH,采矿冶金机械,20402020,2026-03-18T23:31:39.418261,cninfo_industry_change
600418.SH,汽车制造业,C36,2026-03-18T23:31:39.421488,cninfo_industry_change
600386.SH,零售业,F52,2026-03-18T23:31:39.429881,cninfo_industry_change
600391.SH,铁路、船舶、航空航天和其他运输设备制造业,C37,2026-03-18T23:31:39.432880,cninfo_industry_change
600383.SH,房地产业,K70,2026-03-18T23:31:39.439342,cninfo_industry_change
600423.SH,其他化学原料,S220204,2026-03-18T23:31:39.440342,cninfo_industry_change
600421.SH,通用设备制造业,C34,2026-03-18T23:31:39.441928,cninfo_industry_change
600419.SH,食品制造业,C14,2026-03-18T23:31:39.446533,cninfo_industry_change
600396.SH,电力、热力生产和供应业,D44,2026-03-18T23:31:39.449219,cninfo_industry_change
600422.SH,医药制造业,C27,2026-03-18T23:31:39.454807,cninfo_industry_change
600408.SH,黑色金属冶炼和压延加工业,C31,2026-03-18T23:31:39.458806,cninfo_industry_change
600388.SH,专用设备制造业,C35,2026-03-18T23:31:39.462474,cninfo_industry_change
600425.SH,非金属矿物制品业,C30,2026-03-18T23:31:39.481700,cninfo_industry_change
600426.SH,化学原料和化学制品制造业,C26,2026-03-18T23:31:39.486772,cninfo_industry_change
600415.SH,商务服务业,L72,2026-03-18T23:31:39.643542,cninfo_industry_change
600428.SH,水上运输业,G55,2026-03-18T23:31:39.668670,cninfo_industry_change
600429.SH,食品制造业,C14,2026-03-18T23:31:39.678350,cninfo_industry_change
600435.SH,计算机、通信和其他电子设备制造业,C39,2026-03-18T23:31:39.723380,cninfo_industry_change
600433.SH,造纸和纸制品业,C22,2026-03-18T23:31:39.768312,cninfo_industry_change
600438.SH,电气机械和器材制造业,C38,2026-03-18T23:31:39.769216,cninfo_industry_change
600436.SH,医药制造业,C27,2026-03-18T23:31:39.772589,cninfo_industry_change
600449.SH,非金属矿物制品业,C30,2026-03-18T23:31:39.821448,cninfo_industry_change
600467.SH,渔业,A04,2026-03-18T23:31:39.859529,cninfo_industry_change
600455.SH,教育,P83,2026-03-18T23:31:39.862683,cninfo_industry_change
600475.SH,供热及其他,55105010,2026-03-18T23:31:39.865189,cninfo_industry_change
600444.SH,专用设备制造业,C35,2026-03-18T23:31:39.873068,cninfo_industry_change
600448.SH,其他纺织品,Z04030203,2026-03-18T23:31:39.903038,cninfo_industry_change
600470.SH,化学原料和化学制品制造业,C26,2026-03-18T23:31:39.943796,cninfo_industry_change
600456.SH,有色金属冶炼和压延加工业,C32,2026-03-18T23:31:39.950549,cninfo_industry_change
600476.SH,软件和信息技术服务业,I65,2026-03-18T23:31:39.957789,cninfo_industry_change
600452.SH,电力、热力生产和供应业,D44,2026-03-18T23:31:39.963454,cninfo_industry_change
600478.SH,电气机械和器材制造业,C38,2026-03-18T23:31:39.965960,cninfo_industry_change
600479.SH,医药制造业,C27,2026-03-18T23:31:39.967960,cninfo_industry_change
600480.SH,汽车制造业,C36,2026-03-18T23:31:39.972557,cninfo_industry_change
600463.SH,房屋建设,20201010,2026-03-18T23:31:39.977557,cninfo_industry_change
600477.SH,金属制品业,C33,2026-03-18T23:31:39.979954,cninfo_industry_change
600460.SH,计算机、通信和其他电子设备制造业,C39,2026-03-18T23:31:39.982955,cninfo_industry_change
600461.SH,水的生产和供应业,D46,2026-03-18T23:31:39.985954,cninfo_industry_change
600458.SH,风电设备,20301020,2026-03-18T23:31:39.986954,cninfo_industry_change
600486.SH,化学原料和化学制品制造业,C26,2026-03-18T23:31:39.992840,cninfo_industry_change
600459.SH,有色金属冶炼和压延加工业,C32,2026-03-18T23:31:39.995347,cninfo_industry_change
600446.SH,软件和信息技术服务业,I65,2026-03-18T23:31:39.999347,cninfo_industry_change
