symbol,industry_name,industry_code,updated_at,source
000025.SZ,批发业,F51,2026-03-18T23:30:49.538366,cninfo_industry_change
000009.SZ,电气部件与设备,Z03010301,2026-03-18T23:30:49.548050,cninfo_industry_change
000019.SZ,批发业,F51,2026-03-18T23:30:49.579482,cninfo_industry_change
000004.SZ,软件和信息技术服务业,I65,2026-03-18T23:30:49.586951,cninfo_industry_change
000011.SZ,房地产管理,60102010,2026-03-18T23:30:49.599103,cninfo_industry_change
000006.SZ,房地产业,K70,2026-03-18T23:30:49.605058,cninfo_industry_change
000010.SZ,土木工程建筑业,E48,2026-03-18T23:30:49.651418,cninfo_industry_change
000034.SZ,批发业,F51,2026-03-18T23:30:49.653926,cninfo_industry_change
000020.SZ,计算机、通信和其他电子设备制造业,C39,2026-03-18T23:30:49.667232,cninfo_industry_change
000037.SZ,电力、热力生产和供应业,D44,2026-03-18T23:30:49.677987,cninfo_industry_change
000028.SZ,批发业,F51,2026-03-18T23:30:49.688557,cninfo_industry_change
000016.SZ,白色家电,25201010,2026-03-18T23:30:49.696474,cninfo_industry_change
000007.SZ,房地产业,K70,2026-03-18T23:30:49.705365,cninfo_industry_change
000014.SZ,房地产业,K70,2026-03-18T23:30:49.711430,cninfo_industry_change
000045.SZ,计算机、通信和其他电子设备制造业,C39,2026-03-18T23:30:49.731155,cninfo_industry_change
000036.SZ,房地产服务,60102020,2026-03-18T23:30:49.750992,cninfo_industry_change
000012.SZ,非金属矿物制品业,C30,2026-03-18T23:30:49.753518,cninfo_industry_change
000002.SZ,房地产业,K70,2026-03-18T23:30:49.759025,cninfo_industry_change
000027.SZ,电力、热力生产和供应业,D44,2026-03-18T23:30:49.761163,cninfo_industry_change
000001.SZ,货币金融服务,J66,2026-03-18T23:30:49.740679,cninfo_industry_change
000029.SZ,房地产业,K70,2026-03-18T23:30:49.765904,cninfo_industry_change
000017.SZ,文教、工美、体育和娱乐用品制造业,C24,2026-03-18T23:30:49.771840,cninfo_industry_change
000021.SZ,计算机、通信和其他电子设备制造业,C39,2026-03-18T23:30:49.773225,cninfo_industry_change
000039.SZ,金属制品业,C33,2026-03-18T23:30:49.776941,cninfo_industry_change
000032.SZ,建筑安装业,E49,2026-03-18T23:30:49.778734,cninfo_industry_change
000026.SZ,珠宝与奢侈品,Z04030301,2026-03-18T23:30:49.782241,cninfo_industry_change
000030.SZ,汽车制造业,C36,2026-03-18T23:30:49.784838,cninfo_industry_change
000035.SZ,生态保护和环境治理业,N77,2026-03-18T23:30:49.790346,cninfo_industry_change
000042.SZ,住宅地产开发和管理,Z11010101,2026-03-18T23:30:49.794351,cninfo_industry_change
000048.SZ,生猪养殖,S110702,2026-03-18T23:30:49.797895,cninfo_industry_change
000008.SZ,铁路、船舶、航空航天和其他运输设备制造业,C37,2026-03-18T23:30:49.799002,cninfo_industry_change
000031.SZ,房地产业,K70,2026-03-18T23:30:49.808733,cninfo_industry_change
000049.SZ,电气机械和器材制造业,C38,2026-03-18T23:30:49.824966,cninfo_industry_change
000050.SZ,计算机、通信和其他电子设备制造业,C39,2026-03-18T23:30:49.833852,cninfo_industry_change
000055.SZ,金属制品业,C33,2026-03-18T23:30:49.864282,cninfo_industry_change
000056.SZ,商务服务业,L72,2026-03-18T23:30:49.999933,cninfo_industry_change
000059.SZ,石油、煤炭及其他燃料加工业,C25,2026-03-18T23:30:50.008299,cninfo_industry_change
000058.SZ,商务服务业,L72,2026-03-18T23:30:50.009299,cninfo_industry_change
000062.SZ,批发业,F51,2026-03-18T23:30:50.105201,cninfo_industry_change
000100.SZ,计算机、通信和其他电子设备制造业,C39,2026-03-18T23:30:50.108201,cninfo_industry_change
000060.SZ,铜,15201010,2026-03-18T23:30:50.109716,cninfo_industry_change
000068.SZ,贸易商,20601040,2026-03-18T23:30:50.117343,cninfo_industry_change
000069.SZ,景点,25401010,2026-03-18T23:30:50.130037,cninfo_industry_change
000070.SZ,计算机、通信和其他电子设备制造业,C39,2026-03-18T23:30:50.150450,cninfo_industry_change
000099.SZ,航空运输业,G56,2026-03-18T23:30:50.217236,cninfo_industry_change
000088.SZ,水上运输业,G55,2026-03-18T23:30:50.219211,cninfo_industry_change
000063.SZ,计算机、通信和其他电子设备制造业,C39,2026-03-18T23:30:50.221212,cninfo_industry_change
000153.SZ,医药制造业,C27,2026-03-18T23:30:50.228618,cninfo_industry_change
000066.SZ,计算机、通信和其他电子设备制造业,C39,2026-03-18T23:30:50.234523,cninfo_industry_change
000090.SZ,土木工程建筑业,E48,2026-03-18T23:30:50.237135,cninfo_industry_change
000400.SZ,电气机械和器材制造业,C38,2026-03-18T23:30:50.239130,cninfo_industry_change
000151.SZ,批发业,F51,2026-03-18T23:30:50.244786,cninfo_industry_change
000301.SZ,化学原料和化学制品制造业,C26,2026-03-18T23:30:50.253474,cninfo_industry_change
000166.SZ,资本市场服务,J67,2026-03-18T23:30:50.255474,cninfo_industry_change
000065.SZ,物流综合,20701020,2026-03-18T23:30:50.257474,cninfo_industry_change
000078.SZ,批发业,F51,2026-03-18T23:30:50.259624,cninfo_industry_change
000159.SZ,光伏辅材,S630504,2026-03-18T23:30:50.261130,cninfo_industry_change
000338.SZ,汽车制造业,C36,2026-03-18T23:30:50.269131,cninfo_industry_change
000061.SZ,商务服务业,L72,2026-03-18T23:30:50.271344,cninfo_industry_change
000158.SZ,软件和信息技术服务业,I65,2026-03-18T23:30:50.273337,cninfo_industry_change
000156.SZ,电信、广播电视和卫星传输服务,I63,2026-03-18T23:30:50.285790,cninfo_industry_change
000155.SZ,风电,55101040,2026-03-18T23:30:50.290813,cninfo_industry_change
000096.SZ,批发业,F51,2026-03-18T23:30:50.293812,cninfo_industry_change
000401.SZ,非金属矿物制品业,C30,2026-03-18T23:30:50.297813,cninfo_industry_change
000157.SZ,专用设备制造业,C35,2026-03-18T23:30:50.300565,cninfo_industry_change
000333.SZ,电气机械和器材制造业,C38,2026-03-18T23:30:50.308386,cninfo_industry_change
000402.SZ,房地产业,K70,2026-03-18T23:30:50.313178,cninfo_industry_change
000089.SZ,航空运输业,G56,2026-03-18T23:30:50.315686,cninfo_industry_change
000404.SZ,通用设备制造业,C34,2026-03-18T23:30:50.320833,cninfo_industry_change
000403.SZ,医药制造业,C27,2026-03-18T23:30:50.334591,cninfo_industry_change
000409.SZ,软件和信息技术服务业,I65,2026-03-18T23:30:50.519355,cninfo_industry_change
000408.SZ,化肥,Z02010301,2026-03-18T23:30:50.543717,cninfo_industry_change
000407.SZ,燃气生产和供应业,D45,2026-03-18T23:30:50.552548,cninfo_industry_change
000425.SZ,专用设备制造业,C35,2026-03-18T23:30:50.565161,cninfo_industry_change
000410.SZ,通用设备制造业,C34,2026-03-18T23:30:50.572913,cninfo_industry_change
000504.SZ,科技推广和应用服务业,M75,2026-03-18T23:30:50.597133,cninfo_industry_change
000411.SZ,批发业,F51,2026-03-18T23:30:50.624093,cninfo_industry_change
000426.SZ,其他有色金属及合金,15204020,2026-03-18T23:30:50.688031,cninfo_industry_change
000428.SZ,住宿业,H61,2026-03-18T23:30:50.691758,cninfo_industry_change
000510.SZ,化学原料和化学制品制造业,C26,2026-03-18T23:30:50.693758,cninfo_industry_change
000421.SZ,燃气生产和供应业,D45,2026-03-18T23:30:50.696759,cninfo_industry_change
000509.SZ,计算机、通信和其他电子设备制造业,C39,2026-03-18T23:30:50.699207,cninfo_industry_change
000506.SZ,有色金属矿采选业,B09,2026-03-18T23:30:50.702206,cninfo_industry_change
000415.SZ,其他商业服务与用品,20601050,2026-03-18T23:30:50.704206,cninfo_industry_change
000417.SZ,超市与便利店,25501020,2026-03-18T23:30:50.706206,cninfo_industry_change
000517.SZ,房地产业,K70,2026-03-18T23:30:50.710287,cninfo_industry_change
000430.SZ,公共设施管理业,N78,2026-03-18T23:30:50.713069,cninfo_industry_change
000488.SZ,造纸和纸制品业,C22,2026-03-18T23:30:50.716320,cninfo_industry_change
000422.SZ,化学原料和化学制品制造业,C26,2026-03-18T23:30:50.719055,cninfo_industry_change
000518.SZ,医药制造业,C27,2026-03-18T23:30:50.721055,cninfo_industry_change
000501.SZ,零售业,F52,2026-03-18T23:30:50.724202,cninfo_industry_change
000514.SZ,房地产业,K70,2026-03-18T23:30:50.728200,cninfo_industry_change
000498.SZ,土木工程建筑业,E48,2026-03-18T23:30:50.731183,cninfo_industry_change
000423.SZ,医药制造业,C27,2026-03-18T23:30:50.733701,cninfo_industry_change
000420.SZ,化学纤维制造业,C28,2026-03-18T23:30:50.735710,cninfo_industry_change
000507.SZ,风电,55101040,2026-03-18T23:30:50.737216,cninfo_industry_change
000516.SZ,卫生,Q84,2026-03-18T23:30:50.741426,cninfo_industry_change
000419.SZ,零售业,F52,2026-03-18T23:30:50.744960,cninfo_industry_change
000513.SZ,医药制造业,C27,2026-03-18T23:30:50.746958,cninfo_industry_change
000429.SZ,道路运输业,G54,2026-03-18T23:30:50.752575,cninfo_industry_change
000505.SZ,农副食品加工业,C13,2026-03-18T23:30:50.756083,cninfo_industry_change
000503.SZ,应用软件,Z08010301,2026-03-18T23:30:50.762225,cninfo_industry_change
000519.SZ,专用设备制造业,C35,2026-03-18T23:30:50.776250,cninfo_industry_change
000520.SZ,水上运输业,G55,2026-03-18T23:30:50.825378,cninfo_industry_change
000521.SZ,电气机械和器材制造业,C38,2026-03-18T23:30:50.832538,cninfo_industry_change
000523.SZ,农副食品加工业,C13,2026-03-18T23:30:50.949414,cninfo_industry_change
000524.SZ,商务服务业,L72,2026-03-18T23:30:50.956255,cninfo_industry_change
000525.SZ,化学原料和化学制品制造业,C26,2026-03-18T23:30:51.038583,cninfo_industry_change
000548.SZ,道路运输业,G54,2026-03-18T23:30:51.043241,cninfo_industry_change
000531.SZ,电力、热力生产和供应业,D44,2026-03-18T23:30:51.098937,cninfo_industry_change
000536.SZ,光电子器件,Z08020401,2026-03-18T23:30:51.103798,cninfo_industry_change
000526.SZ,教育,P83,2026-03-18T23:30:51.107305,cninfo_industry_change
000528.SZ,专用设备制造业,C35,2026-03-18T23:30:51.122496,cninfo_industry_change
000530.SZ,通用设备制造业,C34,2026-03-18T23:30:51.129565,cninfo_industry_change
000544.SZ,水的生产和供应业,D46,2026-03-18T23:30:51.142323,cninfo_industry_change
000538.SZ,医药制造业,C27,2026-03-18T23:30:51.146029,cninfo_industry_change
000529.SZ,肉制品,30103010,2026-03-18T23:30:51.148028,cninfo_industry_change
000534.SZ,医药制造业,C27,2026-03-18T23:30:51.156029,cninfo_industry_change
000537.SZ,电力、热力生产和供应业,D44,2026-03-18T23:30:51.164362,cninfo_industry_change
000533.SZ,电气机械和器材制造业,C38,2026-03-18T23:30:51.169325,cninfo_industry_change
000539.SZ,电力、热力生产和供应业,D44,2026-03-18T23:30:51.170325,cninfo_industry_change
000552.SZ,煤炭开采和洗选业,B06,2026-03-18T23:30:51.183890,cninfo_industry_change
000541.SZ,电气机械和器材制造业,C38,2026-03-18T23:30:51.185570,cninfo_industry_change
000546.SZ,固废治理,S760103,2026-03-18T23:30:51.188094,cninfo_industry_change
000547.SZ,计算机、通信和其他电子设备制造业,C39,2026-03-18T23:30:51.191533,cninfo_industry_change
000545.SZ,化学原料和化学制品制造业,C26,2026-03-18T23:30:51.197008,cninfo_industry_change
000555.SZ,软件和信息技术服务业,I65,2026-03-18T23:30:51.199399,cninfo_industry_change
000558.SZ,公共设施管理业,N78,2026-03-18T23:30:51.206200,cninfo_industry_change
000553.SZ,化学原料和化学制品制造业,C26,2026-03-18T23:30:51.208291,cninfo_industry_change
000551.SZ,专用设备制造业,C35,2026-03-18T23:30:51.211369,cninfo_industry_change
000560.SZ,房地产业,K70,2026-03-18T23:30:51.214198,cninfo_industry_change
000559.SZ,汽车制造业,C36,2026-03-18T23:30:51.220125,cninfo_industry_change
000543.SZ,电力、热力生产和供应业,D44,2026-03-18T23:30:51.222108,cninfo_industry_change
000563.SZ,其他金融业,J69,2026-03-18T23:30:51.228969,cninfo_industry_change
000532.SZ,综合,S91,2026-03-18T23:30:51.234215,cninfo_industry_change
000561.SZ,计算机、通信和其他电子设备制造业,C39,2026-03-18T23:30:51.238215,cninfo_industry_change
000550.SZ,汽车制造业,C36,2026-03-18T23:30:51.240567,cninfo_industry_change
000554.SZ,批发业,F51,2026-03-18T23:30:51.241564,cninfo_industry_change
000557.SZ,铁路运输业,G53,2026-03-18T23:30:51.246564,cninfo_industry_change
000564.SZ,零售业,F52,2026-03-18T23:30:51.485527,cninfo_industry_change
000567.SZ,投资信托,Z07020301,2026-03-18T23:30:51.506703,cninfo_industry_change
000570.SZ,通用设备制造业,C34,2026-03-18T23:30:51.519092,cninfo_industry_change
000571.SZ,煤炭开采和洗选业,B06,2026-03-18T23:30:51.524931,cninfo_industry_change
000565.SZ,化学原料和化学制品制造业,C26,2026-03-18T23:30:51.527073,cninfo_industry_change
000598.SZ,水的生产和供应业,D46,2026-03-18T23:30:51.542836,cninfo_industry_change
000581.SZ,汽车制造业,C36,2026-03-18T23:30:51.553109,cninfo_industry_change
000573.SZ,废弃资源综合利用业,C42,2026-03-18T23:30:51.554841,cninfo_industry_change
000566.SZ,医药制造业,C27,2026-03-18T23:30:51.589400,cninfo_industry_change
000600.SZ,电力、热力生产和供应业,D44,2026-03-18T23:30:51.612469,cninfo_industry_change
000568.SZ,酒、饮料和精制茶制造业,C15,2026-03-18T23:30:51.623319,cninfo_industry_change
000590.SZ,医药制造业,C27,2026-03-18T23:30:51.624965,cninfo_industry_change
000608.SZ,房地产业,K70,2026-03-18T23:30:51.626473,cninfo_industry_change
000596.SZ,酒、饮料和精制茶制造业,C15,2026-03-18T23:30:51.631472,cninfo_industry_change
000572.SZ,汽车制造业,C36,2026-03-18T23:30:51.636534,cninfo_industry_change
000603.SZ,有色金属矿采选业,B09,2026-03-18T23:30:51.657897,cninfo_industry_change
000601.SZ,电力、热力生产和供应业,D44,2026-03-18T23:30:51.663898,cninfo_industry_change
000592.SZ,木材加工和木、竹、藤、棕、草制品业,C20,2026-03-18T23:30:51.667952,cninfo_industry_change
000609.SZ,综合,S91,2026-03-18T23:30:51.672994,cninfo_industry_change
000582.SZ,水上运输业,G55,2026-03-18T23:30:51.673995,cninfo_industry_change
000589.SZ,橡胶和塑料制品业,C29,2026-03-18T23:30:51.678887,cninfo_industry_change
000610.SZ,旅游综合,S461004,2026-03-18T23:30:51.680888,cninfo_industry_change
000612.SZ,有色金属冶炼和压延加工业,C32,2026-03-18T23:30:51.685887,cninfo_industry_change
000605.SZ,水的生产和供应业,D46,2026-03-18T23:30:51.690882,cninfo_industry_change
000576.SZ,航天航空,Z03010101,2026-03-18T23:30:51.692881,cninfo_industry_change
000597.SZ,医药制造业,C27,2026-03-18T23:30:51.694488,cninfo_industry_change
000607.SZ,商务服务业,L72,2026-03-18T23:30:51.697995,cninfo_industry_change
000586.SZ,电气机械和器材制造业,C38,2026-03-18T23:30:51.704976,cninfo_industry_change
000591.SZ,电力、热力生产和供应业,D44,2026-03-18T23:30:51.714320,cninfo_industry_change
000595.SZ,风电,55101040,2026-03-18T23:30:51.719616,cninfo_industry_change
000593.SZ,燃气生产和供应业,D45,2026-03-18T23:30:51.721301,cninfo_industry_change
000599.SZ,橡胶和塑料制品业,C29,2026-03-18T23:30:51.736067,cninfo_industry_change
000615.SZ,卫生,Q84,2026-03-18T23:30:51.823375,cninfo_industry_change
000619.SZ,橡胶和塑料制品业,C29,2026-03-18T23:30:51.943274,cninfo_industry_change
000620.SZ,房地产业,K70,2026-03-18T23:30:51.972180,cninfo_industry_change
000636.SZ,计算机、通信和其他电子设备制造业,C39,2026-03-18T23:30:51.985484,cninfo_industry_change
000625.SZ,汽车制造业,C36,2026-03-18T23:30:51.998626,cninfo_industry_change
000635.SZ,化学原料和化学制品制造业,C26,2026-03-18T23:30:52.010255,cninfo_industry_change
000629.SZ,有色金属冶炼和压延加工业,C32,2026-03-18T23:30:52.013031,cninfo_industry_change
000623.SZ,医药制造业,C27,2026-03-18T23:30:52.076573,cninfo_industry_change
000651.SZ,电气机械和器材制造业,C38,2026-03-18T23:30:52.082429,cninfo_industry_change
000638.SZ,农、林、牧、渔专业及辅助性活动,A05,2026-03-18T23:30:52.084936,cninfo_industry_change
000630.SZ,有色金属冶炼和压延加工业,C32,2026-03-18T23:30:52.094365,cninfo_industry_change
000668.SZ,住宅开发,S430101,2026-03-18T23:30:52.108284,cninfo_industry_change
000655.SZ,黑色金属矿采选业,B08,2026-03-18T23:30:52.110787,cninfo_industry_change
000669.SZ,燃气生产和供应业,D45,2026-03-18T23:30:52.115835,cninfo_industry_change
000672.SZ,非金属矿物制品业,C30,2026-03-18T23:30:52.116835,cninfo_industry_change
000632.SZ,批发业,F51,2026-03-18T23:30:52.120926,cninfo_industry_change
000665.SZ,电信、广播电视和卫星传输服务,I63,2026-03-18T23:30:52.122435,cninfo_industry_change
000663.SZ,林业,A02,2026-03-18T23:30:52.125440,cninfo_industry_change
000633.SZ,有色金属冶炼和压延加工业,C32,2026-03-18T23:30:52.129006,cninfo_industry_change
000617.SZ,货币金融服务,J66,2026-03-18T23:30:52.132072,cninfo_industry_change
000659.SZ,橡胶和塑料制品业,C29,2026-03-18T23:30:52.133071,cninfo_industry_change
000661.SZ,医药制造业,C27,2026-03-18T23:30:52.135072,cninfo_industry_change
000626.SZ,批发业,F51,2026-03-18T23:30:52.145903,cninfo_industry_change
000676.SZ,商务服务业,L72,2026-03-18T23:30:52.148903,cninfo_industry_change
000639.SZ,调味品与食用油,30103020,2026-03-18T23:30:52.149795,cninfo_industry_change
000652.SZ,批发业,F51,2026-03-18T23:30:52.154925,cninfo_industry_change
000631.SZ,房地产业,K70,2026-03-18T23:30:52.156432,cninfo_industry_change
000657.SZ,稀有金属,Z02020403,2026-03-18T23:30:52.161009,cninfo_industry_change
000670.SZ,批发业,F51,2026-03-18T23:30:52.167537,cninfo_industry_change
000650.SZ,医药制造业,C27,2026-03-18T23:30:52.169336,cninfo_industry_change
000677.SZ,纺织业,C17,2026-03-18T23:30:52.202894,cninfo_industry_change
000628.SZ,房屋建筑业,E47,2026-03-18T23:30:52.259909,cninfo_industry_change
000637.SZ,化学原料和化学制品制造业,C26,2026-03-18T23:30:52.262712,cninfo_industry_change
000678.SZ,汽车制造业,C36,2026-03-18T23:30:52.273981,cninfo_industry_change
000656.SZ,房地产业,K70,2026-03-18T23:30:52.325314,cninfo_industry_change
000679.SZ,零售业,F52,2026-03-18T23:30:52.439537,cninfo_industry_change
000680.SZ,专用设备制造业,C35,2026-03-18T23:30:52.440541,cninfo_industry_change
000683.SZ,化学原料和化学制品制造业,C26,2026-03-18T23:30:52.463773,cninfo_industry_change
000697.SZ,铁路、船舶、航空航天和其他运输设备制造业,C37,2026-03-18T23:30:52.465457,cninfo_industry_change
000681.SZ,互联网和相关服务,I64,2026-03-18T23:30:52.474237,cninfo_industry_change
000702.SZ,农副食品加工业,C13,2026-03-18T23:30:52.568159,cninfo_industry_change
000713.SZ,农、林、牧、渔专业及辅助性活动,A05,2026-03-18T23:30:52.572758,cninfo_industry_change
000711.SZ,废弃资源综合利用业,C42,2026-03-18T23:30:52.574099,cninfo_industry_change
000682.SZ,软件和信息技术服务业,I65,2026-03-18T23:30:52.577098,cninfo_industry_change
000708.SZ,黑色金属冶炼和压延加工业,C31,2026-03-18T23:30:52.580892,cninfo_industry_change
000692.SZ,电力、热力生产和供应业,D44,2026-03-18T23:30:52.584398,cninfo_industry_change
000716.SZ,软饮料,30102010,2026-03-18T23:30:52.589675,cninfo_industry_change
000688.SZ,钨钼,15203020,2026-03-18T23:30:52.591674,cninfo_industry_change
000685.SZ,水的生产和供应业,D46,2026-03-18T23:30:52.595369,cninfo_industry_change
000712.SZ,资本市场服务,J67,2026-03-18T23:30:52.599577,cninfo_industry_change
000700.SZ,汽车制造业,C36,2026-03-18T23:30:52.604801,cninfo_industry_change
000695.SZ,电池部件及材料,20303020,2026-03-18T23:30:52.609199,cninfo_industry_change
000718.SZ,房地产业,K70,2026-03-18T23:30:52.611263,cninfo_industry_change
000709.SZ,黑色金属冶炼和压延加工业,C31,2026-03-18T23:30:52.615529,cninfo_industry_change
000686.SZ,资本市场服务,J67,2026-03-18T23:30:52.618893,cninfo_industry_change
000710.SZ,专业技术服务业,M74,2026-03-18T23:30:52.623572,cninfo_industry_change
000705.SZ,批发业,F51,2026-03-18T23:30:52.625384,cninfo_industry_change
000703.SZ,锦纶与涤纶,15102010,2026-03-18T23:30:52.626405,cninfo_industry_change
000698.SZ,聚氨酯,15104060,2026-03-18T23:30:52.631877,cninfo_industry_change
000707.SZ,化学原料和化学制品制造业,C26,2026-03-18T23:30:52.635877,cninfo_industry_change
000690.SZ,电力、热力生产和供应业,D44,2026-03-18T23:30:52.638568,cninfo_industry_change
000717.SZ,黑色金属冶炼和压延加工业,C31,2026-03-18T23:30:52.644442,cninfo_industry_change
000691.SZ,化学原料和化学制品制造业,C26,2026-03-18T23:30:52.650801,cninfo_industry_change
000715.SZ,零售业,F52,2026-03-18T23:30:52.651800,cninfo_industry_change
000701.SZ,汽车经销商,S280302,2026-03-18T23:30:52.653609,cninfo_industry_change
000719.SZ,新闻和出版业,R86,2026-03-18T23:30:52.657213,cninfo_industry_change
000720.SZ,电气机械和器材制造业,C38,2026-03-18T23:30:52.664038,cninfo_industry_change
000722.SZ,电力、热力生产和供应业,D44,2026-03-18T23:30:52.725394,cninfo_industry_change
000723.SZ,石油、煤炭及其他燃料加工业,C25,2026-03-18T23:30:52.865335,cninfo_industry_change
000725.SZ,计算机、通信和其他电子设备制造业,C39,2026-03-18T23:30:52.877432,cninfo_industry_change
000726.SZ,纺织业,C17,2026-03-18T23:30:52.934508,cninfo_industry_change
000721.SZ,餐饮业,H62,2026-03-18T23:30:52.954288,cninfo_industry_change
000755.SZ,道路运输业,G54,2026-03-18T23:30:52.956295,cninfo_industry_change
000739.SZ,医药制造业,C27,2026-03-18T23:30:52.989637,cninfo_industry_change
000738.SZ,铁路、船舶、航空航天和其他运输设备制造业,C37,2026-03-18T23:30:52.991366,cninfo_industry_change
000752.SZ,酒、饮料和精制茶制造业,C15,2026-03-18T23:30:53.041759,cninfo_industry_change
000750.SZ,资本市场服务,J67,2026-03-18T23:30:53.049095,cninfo_industry_change
000735.SZ,畜牧业,A03,2026-03-18T23:30:53.054696,cninfo_industry_change
000751.SZ,有色金属冶炼和压延加工业,C32,2026-03-18T23:30:53.067364,cninfo_industry_change
000736.SZ,房地产管理,60102010,2026-03-18T23:30:53.074418,cninfo_industry_change
000729.SZ,酒、饮料和精制茶制造业,C15,2026-03-18T23:30:53.080274,cninfo_industry_change
000728.SZ,资本市场服务,J67,2026-03-18T23:30:53.084273,cninfo_industry_change
000753.SZ,零售业,F52,2026-03-18T23:30:53.092304,cninfo_industry_change
000737.SZ,有色金属冶炼和压延加工业,C32,2026-03-18T23:30:53.104592,cninfo_industry_change
000757.SZ,零售业,F52,2026-03-18T23:30:53.107587,cninfo_industry_change
000761.SZ,黑色金属冶炼和压延加工业,C31,2026-03-18T23:30:53.110310,cninfo_industry_change
000768.SZ,铁路、船舶、航空航天和其他运输设备制造业,C37,2026-03-18T23:30:53.112498,cninfo_industry_change
000727.SZ,计算机、通信和其他电子设备制造业,C39,2026-03-18T23:30:53.114496,cninfo_industry_change
000756.SZ,医药制造业,C27,2026-03-18T23:30:53.119437,cninfo_industry_change
000766.SZ,医药制造业,C27,2026-03-18T23:30:53.127890,cninfo_industry_change
000762.SZ,有色金属矿采选业,B09,2026-03-18T23:30:53.131890,cninfo_industry_change
000758.SZ,有色金属矿采选业,B09,2026-03-18T23:30:53.133598,cninfo_industry_change
000778.SZ,其他钢铁,15301030,2026-03-18T23:30:53.134589,cninfo_industry_change
000767.SZ,电力、热力生产和供应业,D44,2026-03-18T23:30:53.135589,cninfo_industry_change
000777.SZ,通用设备制造业,C34,2026-03-18T23:30:53.141120,cninfo_industry_change
000776.SZ,资本市场服务,J67,2026-03-18T23:30:53.144541,cninfo_industry_change
000759.SZ,零售业,F52,2026-03-18T23:30:53.152287,cninfo_industry_change
000731.SZ,化学原料和化学制品制造业,C26,2026-03-18T23:30:53.155141,cninfo_industry_change
000733.SZ,国防装备,20102010,2026-03-18T23:30:53.157138,cninfo_industry_change
000779.SZ,其他专业工程,Z03020104,2026-03-18T23:30:53.159138,cninfo_industry_change
000782.SZ,化学纤维制造业,C28,2026-03-18T23:30:53.195662,cninfo_industry_change
000783.SZ,资本市场服务,J67,2026-03-18T23:30:53.208171,cninfo_industry_change
000785.SZ,商务服务业,L72,2026-03-18T23:30:53.239219,cninfo_industry_change
000788.SZ,医药制造业,C27,2026-03-18T23:30:53.317491,cninfo_industry_change
000786.SZ,非金属矿物制品业,C30,2026-03-18T23:30:53.345304,cninfo_industry_change
000810.SZ,计算机、通信和其他电子设备制造业,C39,2026-03-18T23:30:53.458170,cninfo_industry_change
000790.SZ,医药制造业,C27,2026-03-18T23:30:53.461758,cninfo_industry_change
000792.SZ,化学原料和化学制品制造业,C26,2026-03-18T23:30:53.477652,cninfo_industry_change
000789.SZ,非金属矿物制品业,C30,2026-03-18T23:30:53.480159,cninfo_industry_change
000793.SZ,新闻和出版业,R86,2026-03-18T23:30:53.484423,cninfo_industry_change
000795.SZ,非金属矿物制品业,C30,2026-03-18T23:30:53.519996,cninfo_industry_change
000799.SZ,酒、饮料和精制茶制造业,C15,2026-03-18T23:30:53.526018,cninfo_industry_change
000801.SZ,计算机、通信和其他电子设备制造业,C39,2026-03-18T23:30:53.528398,cninfo_industry_change
000818.SZ,化学原料和化学制品制造业,C26,2026-03-18T23:30:53.533892,cninfo_industry_change
000791.SZ,火电,55101010,2026-03-18T23:30:53.562323,cninfo_industry_change
000812.SZ,纸材料包装,Z02020202,2026-03-18T23:30:53.599581,cninfo_industry_change
000815.SZ,数据中心,50202010,2026-03-18T23:30:53.604608,cninfo_industry_change
000820.SZ,其他专业工程,Z03020104,2026-03-18T23:30:53.619174,cninfo_industry_change
000809.SZ,电气机械和器材制造业,C38,2026-03-18T23:30:53.629650,cninfo_industry_change
000800.SZ,汽车制造业,C36,2026-03-18T23:30:53.635560,cninfo_industry_change
000813.SZ,医药制造业,C27,2026-03-18T23:30:53.638091,cninfo_industry_change
000811.SZ,通用设备制造业,C34,2026-03-18T23:30:53.648679,cninfo_industry_change
000819.SZ,石油、煤炭及其他燃料加工业,C25,2026-03-18T23:30:53.651670,cninfo_industry_change
000797.SZ,房地产业,K70,2026-03-18T23:30:53.655692,cninfo_industry_change
000798.SZ,渔业,A04,2026-03-18T23:30:53.659296,cninfo_industry_change
000802.SZ,广播、电视、电影和录音制作业,R87,2026-03-18T23:30:53.660290,cninfo_industry_change
000807.SZ,有色金属冶炼和压延加工业,C32,2026-03-18T23:30:53.667910,cninfo_industry_change
000796.SZ,餐饮服务,25401040,2026-03-18T23:30:53.670908,cninfo_industry_change
000816.SZ,通用设备制造业,C34,2026-03-18T23:30:53.672908,cninfo_industry_change
000803.SZ,固废治理,S760103,2026-03-18T23:30:53.677142,cninfo_industry_change
000822.SZ,化学原料和化学制品制造业,C26,2026-03-18T23:30:53.679783,cninfo_industry_change
000821.SZ,专用设备制造业,C35,2026-03-18T23:30:53.681352,cninfo_industry_change
000826.SZ,公共设施管理业,N78,2026-03-18T23:30:53.690411,cninfo_industry_change
000823.SZ,计算机、通信和其他电子设备制造业,C39,2026-03-18T23:30:53.693211,cninfo_industry_change
000825.SZ,黑色金属冶炼和压延加工业,C31,2026-03-18T23:30:53.697947,cninfo_industry_change
000828.SZ,道路运输业,G54,2026-03-18T23:30:53.703325,cninfo_industry_change
000829.SZ,批发业,F51,2026-03-18T23:30:53.707208,cninfo_industry_change
