symbol,avg_turnover,avg_intraday_range,avg_abs_ret1,n_days,latest_close,is_st_symbol,passes,liq_rank,stability_rank,range_rank,price_rank,pool_score
605133.SH,512706994.75,0.059815165635324824,0.03182810022201419,60,35.89,False,True,0.9623893805309734,0.9380530973451328,0.9823008849557522,0.9469026548672567,0.9574115044247787
600301.SH,540584351.6666666,0.05856445288818367,0.032267963309190295,60,37.23,False,True,0.8982300884955752,0.9469026548672567,0.9800884955752213,0.9712389380530974,0.9348451327433628
603360.SH,528460859.51666665,0.0552288271484603,0.028343331891953934,60,32.9,False,True,0.9292035398230089,0.834070796460177,0.922566371681416,0.922566371681416,0.9078539823008849
002940.SZ,620403376.4,0.05796153891899763,0.03335890958691287,60,38.53,False,True,0.7588495575221239,0.9623893805309734,0.9690265486725663,0.9823008849557522,0.8757743362831859
600506.SH,547193892.3666667,0.05520067523953397,0.02959244712338648,60,25.01,False,True,0.8827433628318584,0.8827433628318584,0.9203539823008849,0.7831858407079646,0.8684734513274336
002158.SZ,507698053.65,0.05146038670432422,0.026599576824497418,60,22.16,False,True,0.9845132743362832,0.7610619469026548,0.8495575221238938,0.7278761061946902,0.8682522123893806
002792.SZ,542204439.2166667,0.04759269812766709,0.02891686614810142,60,28.05,False,True,0.8960176991150443,0.8628318584070797,0.754424778761062,0.8606194690265486,0.8610619469026548
603859.SH,547148489.9833333,0.047290503300622684,0.0262418662623627,60,38.9,False,True,0.8849557522123894,0.7411504424778761,0.745575221238938,0.9889380530973452,0.8560840707964602
603663.SH,517451962.71666664,0.04524947907120699,0.02534859852561774,60,31.0,False,True,0.9513274336283186,0.6946902654867256,0.6548672566371682,0.9092920353982301,0.8471238938053098
002636.SZ,565728744.1,0.05486434883134973,0.03393378881669266,60,15.88,False,True,0.8495575221238938,0.9845132743362832,0.9137168141592921,0.5663716814159292,0.8295353982300885
002846.SZ,512426796.56666666,0.053136499814693545,0.0260632764854264,60,16.19,False,True,0.9646017699115044,0.7190265486725663,0.8849557522123894,0.5752212389380531,0.8256637168141592
002490.SZ,508661075.26666665,0.05691879566101169,0.03471035182074163,60,7.41,False,True,0.9800884955752213,0.9933628318584071,0.9535398230088495,0.2079646017699115,0.8243362831858407
603319.SH,673580814.6333333,0.05806542463350052,0.02981620525640727,60,38.16,False,True,0.6703539823008849,0.8915929203539823,0.9712389380530974,0.9778761061946902,0.8212389380530973
601969.SH,507495934.21666664,0.05132229074033095,0.0283472786723869,60,11.47,False,True,0.9867256637168141,0.8362831858407079,0.8451327433628318,0.3938053097345133,0.8168141592920354
600835.SH,525623209.18333334,0.04341159054737643,0.02341274523970198,60,28.8,False,True,0.9380530973451328,0.5995575221238938,0.6128318584070797,0.8805309734513275,0.810066371681416
002683.SZ,569529153.0166667,0.04562663855452642,0.02476602818242407,60,38.66,False,True,0.8407079646017699,0.6570796460176991,0.665929203539823,0.9867256637168141,0.8069690265486725
603367.SH,556593763.8,0.05165895536520664,0.027309851126278283,60,18.35,False,True,0.8672566371681416,0.7920353982300885,0.8561946902654868,0.6349557522123894,0.8040929203539824
000700.SZ,509694147.46666664,0.05115322257933807,0.029586994811296008,60,9.48,False,True,0.9756637168141593,0.8805309734513275,0.8429203539823009,0.3064159292035398,0.8028761061946903
603308.SH,687530967.75,0.05711395650026387,0.027638040881345704,60,36.88,False,True,0.6637168141592921,0.8097345132743363,0.9579646017699115,0.9668141592920354,0.7976769911504425
002895.SZ,509292812.21666664,0.04174403845679021,0.019859660042039637,60,35.61,False,True,0.9778761061946902,0.39601769911504425,0.577433628318584,0.9446902654867256,0.7948008849557521
001298.SZ,623169997.4833333,0.047701115242053366,0.02703606590361871,60,30.67,False,True,0.754424778761062,0.7765486725663717,0.7610619469026548,0.9015486725663717,0.7892699115044248
002278.SZ,514352230.93333334,0.044459472743081166,0.029819608175658825,60,11.9,False,True,0.9557522123893806,0.8938053097345132,0.6371681415929203,0.42035398230088494,0.788495575221239
000962.SZ,718342637.1333333,0.05816224158286373,0.033515513306392894,60,27.12,False,True,0.6238938053097345,0.9690265486725663,0.9734513274336283,0.8362831858407079,0.7878318584070796
603618.SH,510692316.73333335,0.04652414660371913,0.03338106209766036,60,7.83,False,True,0.9690265486725663,0.9646017699115044,0.7101769911504425,0.2234513274336283,0.7801991150442478
601231.SH,586577258.3,0.04806701514403136,0.026375864671261035,60,22.38,False,True,0.8141592920353983,0.75,0.7721238938053098,0.7389380530973452,0.7799778761061948
000603.SZ,717116341.5,0.05349815170993284,0.033794123016539605,60,27.69,False,True,0.6283185840707964,0.9756637168141593,0.8893805309734514,0.8429203539823009,0.7798672566371682
603222.SH,586999011.5166667,0.06378240400762643,0.03499920425178968,60,9.36,False,True,0.8119469026548672,1.0,1.0,0.3008849557522124,0.7755530973451328
002052.SZ,556722270.15,0.054857345957666004,0.027316083442721614,60,12.53,False,True,0.8650442477876106,0.7942477876106194,0.911504424778761,0.4491150442477876,0.7746681415929203
603131.SH,714768939.15,0.05637623292548366,0.02973060442990731,60,27.77,False,True,0.6327433628318584,0.8893805309734514,0.9402654867256637,0.8473451327433629,0.7731194690265487
000506.SZ,548728222.4833333,0.0484964394083753,0.028550896825032968,60,11.87,False,True,0.8783185840707964,0.8495575221238938,0.7787610619469026,0.41814159292035397,0.7655973451327434
002733.SZ,625200630.7666667,0.05310618451389438,0.02798699003363745,60,19.66,False,True,0.75,0.8230088495575221,0.8783185840707964,0.6526548672566371,0.7643805309734514
002965.SZ,503980267.7,0.03649856517447877,0.018016846798905983,60,37.02,False,True,0.9933628318584071,0.3141592920353982,0.4026548672566372,0.9690265486725663,0.7640486725663717
002922.SZ,762849165.6333333,0.06043979747910872,0.0322873110421525,60,27.89,False,True,0.5663716814159292,0.9491150442477876,0.9867256637168141,0.8495575221238938,0.7626106194690265
002006.SZ,586357001.5333333,0.0462334577365408,0.025340166836273405,60,22.5,False,True,0.8163716814159292,0.6924778761061947,0.6924778761061947,0.7411504424778761,0.7579646017699115
600693.SH,593293520.2,0.05394800077102659,0.034716578874385264,60,9.9,False,True,0.7964601769911505,0.995575221238938,0.8982300884955752,0.3230088495575221,0.756858407079646
002645.SZ,500622845.76666665,0.04367469330892289,0.02210618474547735,60,14.51,False,True,1.0,0.5243362831858407,0.6194690265486725,0.5265486725663717,0.7530973451327434
002396.SZ,503798868.2,0.03783783083279739,0.01865322463203544,60,26.85,False,True,0.9977876106194691,0.3473451327433628,0.4491150442477876,0.827433628318584,0.7513274336283186
002915.SZ,651530198.1333333,0.04771134106116463,0.028725424100885976,60,22.3,False,True,0.7057522123893806,0.8561946902654868,0.7632743362831859,0.7345132743362832,0.7502212389380531
002062.SZ,550728822.2166667,0.06250722453051136,0.026127335318440456,60,9.48,False,True,0.8761061946902655,0.7234513274336283,0.9911504424778761,0.3064159292035398,0.7488938053097345
600651.SH,532845584.26666665,0.05269934609395051,0.02718414824162706,60,7.98,False,True,0.915929203539823,0.7831858407079646,0.8672566371681416,0.23672566371681417,0.7462389380530973
603118.SH,513601250.5272727,0.047325824417442694,0.02396095840273982,55,11.3,False,True,0.9579646017699115,0.6327433628318584,0.7477876106194691,0.38163716814159293,0.7461283185840708
601061.SH,536883299.0,0.04571922725432078,0.023849605327099163,60,14.36,False,True,0.9070796460176991,0.6238938053097345,0.668141592920354,0.5199115044247787,0.7371681415929203
000753.SZ,630103081.05,0.061985416623967,0.034617174739754994,60,8.55,False,True,0.745575221238938,0.9911504424778761,0.9889380530973452,0.2588495575221239,0.7338495575221239
002706.SZ,546965160.2,0.046596568816165515,0.027602505299498915,60,9.95,False,True,0.8871681415929203,0.8053097345132744,0.7146017699115044,0.32964601769911506,0.7334070796460177
603936.SH,531820690.26666665,0.04707732122547266,0.024776726583579083,60,10.66,False,True,0.9203539823008849,0.6637168141592921,0.7367256637168141,0.35951327433628316,0.7293141592920355
605589.SH,510705362.9,0.03400477917826997,0.01997346792545256,60,26.6,False,True,0.9668141592920354,0.4026548672566372,0.32079646017699115,0.8207964601769911,0.7278761061946902
600756.SH,685166172.65,0.04959696339457009,0.028668755089293636,60,20.7,False,True,0.665929203539823,0.8539823008849557,0.8030973451327433,0.6769911504424779,0.7263274336283186
002265.SZ,544844124.3166667,0.03824784441308724,0.02127702223849953,60,26.16,False,True,0.8915929203539823,0.46238938053097345,0.46238938053097345,0.8053097345132744,0.7241150442477876
603688.SH,581377096.35,0.03821044729277858,0.02128264842845412,60,36.13,False,True,0.8252212389380531,0.4646017699115044,0.46017699115044247,0.9513274336283186,0.7235619469026549
002256.SZ,527488486.78333336,0.052743367738148736,0.027569011215890688,60,3.39,False,True,0.9314159292035398,0.8030973451327433,0.8716814159292036,0.02654867256637168,0.7158185840707963
600459.SH,534394976.15,0.04143457403897806,0.02170895337518868,60,17.24,False,True,0.9092920353982301,0.49336283185840707,0.5575221238938053,0.6084070796460177,0.7131637168141594
600869.SH,526857938.4,0.04769993686509169,0.02587831511032785,60,6.92,False,True,0.9358407079646017,0.7123893805309734,0.7588495575221239,0.17809734513274336,0.7130530973451328
002544.SZ,654254360.0,0.04688178508068006,0.02289072108178432,60,27.98,False,True,0.7035398230088495,0.5707964601769911,0.7234513274336283,0.8584070796460177,0.7109513274336283
000685.SZ,503857950.5833333,0.038103734710113316,0.022096335379108448,60,11.99,False,True,0.995575221238938,0.5221238938053098,0.45353982300884954,0.4280973451327434,0.7060840707964603
600268.SH,593034780.9833333,0.04746092702220402,0.027774791342145822,60,10.15,False,True,0.7986725663716814,0.8141592920353983,0.75,0.34292035398230086,0.7033185840707965
603185.SH,959225143.9666667,0.056768198493123125,0.03305490170527562,60,30.9,False,True,0.4092920353982301,0.9579646017699115,0.9491150442477876,0.9070796460176991,0.6995575221238939
601218.SH,605208218.4166666,0.05387755707512339,0.03387798244710498,60,4.91,False,True,0.7831858407079646,0.9800884955752213,0.8960176991150443,0.07411504424778761,0.6976769911504426
002418.SZ,570929191.1333333,0.05156473660474215,0.03003020466187433,60,4.53,False,True,0.834070796460177,0.9070796460176991,0.8517699115044248,0.06415929203539823,0.6973451327433628
002735.SZ,552651778.2333333,0.04201573896252976,0.02240882934086955,60,14.61,False,True,0.8716814159292036,0.5442477876106194,0.584070796460177,0.5353982300884956,0.6957964601769913
600114.SH,643546740.0666667,0.04318356652669324,0.02254073446696587,60,27.91,False,True,0.7190265486725663,0.5575221238938053,0.6017699115044248,0.8517699115044248,0.6956858407079646
002553.SZ,540580807.8166667,0.03627123024567494,0.01905002987947778,60,25.6,False,True,0.9004424778761062,0.3606194690265487,0.39823008849557523,0.7920353982300885,0.6954646017699117
002045.SZ,509718636.48333335,0.036059774409596596,0.020874975046066703,60,14.82,False,True,0.9734513274336283,0.4491150442477876,0.3938053097345133,0.5420353982300885,0.695353982300885
603906.SH,860679291.55,0.05652576362706805,0.03143541391569857,60,23.41,False,True,0.4778761061946903,0.9336283185840708,0.9446902654867256,0.7566371681415929,0.6948008849557522
600343.SH,717584023.05,0.05366815623296344,0.02336613258777658,60,25.7,False,True,0.6261061946902655,0.5973451327433629,0.8938053097345132,0.7964601769911505,0.6945796460176992
603612.SH,743550506.3166667,0.04802907460925409,0.02725205072203191,60,24.06,False,True,0.5907079646017699,0.7898230088495575,0.7699115044247787,0.7688053097345132,0.6930309734513274
600481.SH,510135242.8666667,0.04644090485258044,0.023826829844405643,60,5.61,False,True,0.9712389380530974,0.6216814159292036,0.7079646017699115,0.12168141592920353,0.6919247787610618
603876.SH,645091421.7833333,0.05203042193840608,0.025189836708346645,60,13.42,False,True,0.7168141592920354,0.6880530973451328,0.8584070796460177,0.5,0.6889380530973451
000777.SZ,528745304.75,0.034353597281535496,0.019722579079668803,60,20.41,False,True,0.9269911504424779,0.3893805309734513,0.336283185840708,0.6747787610619469,0.6804203539823009
601567.SH,615829050.2333333,0.03839289095896001,0.0231681192115018,60,22.69,False,True,0.7632743362831859,0.584070796460177,0.4668141592920354,0.745575221238938,0.679424778761062
002562.SZ,532300552.6666667,0.041519597123849374,0.026521233661432077,60,6.46,False,True,0.918141592920354,0.7566371681415929,0.5663716814159292,0.14712389380530974,0.6788716814159292
603809.SH,555599548.7833333,0.04015477359446209,0.023730705898487463,60,12.25,False,True,0.8694690265486725,0.6106194690265486,0.5154867256637168,0.44026548672566373,0.6787610619469027
600595.SH,634838212.7666667,0.05622905318790153,0.02780897074436849,60,7.44,False,True,0.7367256637168141,0.8163716814159292,0.9380530973451328,0.21017699115044247,0.6775442477876107
000880.SZ,616332090.2666667,0.040240650749699285,0.021442828041341323,60,26.1,False,True,0.7610619469026548,0.4778761061946903,0.5176991150442478,0.8030973451327433,0.6763274336283186
002125.SZ,655100307.3666667,0.050288435101938485,0.02510415074579034,60,13.88,False,True,0.7013274336283186,0.6814159292035398,0.8207964601769911,0.504424778761062,0.6758849557522124
600641.SH,630473472.3166667,0.045953659895568336,0.023634509277397017,60,16.17,False,True,0.7433628318584071,0.6084070796460177,0.6836283185840708,0.5730088495575221,0.6733407079646018
002728.SZ,723043067.05,0.05089516925276093,0.02838468858638252,60,14.52,False,True,0.6106194690265486,0.838495575221239,0.827433628318584,0.5287610619469026,0.6723451327433629
603127.SH,926526086.5333333,0.05042758731490535,0.030210138902107147,60,27.64,False,True,0.43805309734513276,0.9092920353982301,0.8252212389380531,0.8407079646017699,0.6709070796460177
000612.SZ,525064914.3,0.041200274176686306,0.021733890848889374,60,10.0,False,True,0.9402654867256637,0.49557522123893805,0.5464601769911505,0.33185840707964603,0.670575221238938
002815.SZ,527326049.28333336,0.03829961608461829,0.020458784322449033,60,13.31,False,True,0.9336283185840708,0.41814159292035397,0.4646017699115044,0.48451327433628316,0.6703539823008848
002108.SZ,569036435.9833333,0.04749320385075503,0.027485676613575913,60,5.07,False,True,0.8451327433628318,0.7986725663716814,0.7522123893805309,0.084070796460177,0.6696902654867257
002741.SZ,741060977.1333333,0.0511507649589084,0.024684885724592466,60,21.96,False,True,0.5973451327433629,0.6548672566371682,0.8407079646017699,0.7190265486725663,0.6696902654867256
002291.SZ,565726759.1333333,0.04693432047326617,0.025150181944981673,60,6.92,False,True,0.8517699115044248,0.6836283185840708,0.7278761061946902,0.17809734513274336,0.6648230088495576
603456.SH,641041689.4166666,0.041689558582356255,0.023923259881408677,60,18.18,False,True,0.7234513274336283,0.6283185840707964,0.5730088495575221,0.6305309734513275,0.6632743362831859
601619.SH,559916603.35,0.046539019385253476,0.026588691690015934,60,4.2,False,True,0.8606194690265486,0.7588495575221239,0.7123893805309734,0.05530973451327434,0.6569690265486725
600353.SH,647894102.7166667,0.04442938946960411,0.0249790578902077,60,14.48,False,True,0.7123893805309734,0.6747787610619469,0.6349557522123894,0.5243362831858407,0.655641592920354
600592.SH,834974779.3166667,0.048378507206296446,0.0269208701259427,60,24.89,False,True,0.504424778761062,0.7699115044247787,0.7765486725663717,0.7809734513274337,0.6536504424778762
002237.SZ,543838447.3,0.03598315459455182,0.02176005222620557,60,12.85,False,True,0.8938053097345132,0.5,0.3893805309734513,0.4646017699115044,0.6535398230088495
600331.SH,556775996.9333333,0.044586375821653236,0.021294022546284395,60,10.91,False,True,0.8628318584070797,0.4668141592920354,0.6438053097345132,0.36283185840707965,0.6507743362831858
000006.SZ,764388007.9,0.057088616814553655,0.03184992561637783,60,9.88,False,True,0.5641592920353983,0.9402654867256637,0.9557522123893806,0.32079646017699115,0.6494469026548674
002046.SZ,880331128.1,0.05312309835592117,0.023815338246937955,60,32.81,False,True,0.46238938053097345,0.6194690265486725,0.8805309734513275,0.9203539823008849,0.6481194690265486
605358.SH,871901571.35,0.046324574758269614,0.027021169574143866,60,29.12,False,True,0.4668141592920354,0.7743362831858407,0.6991150442477876,0.8849557522123894,0.6467920353982302
601137.SH,572073914.3,0.038561871000099376,0.017652197698689493,60,21.3,False,True,0.831858407079646,0.3008849557522124,0.47345132743362833,0.7035398230088495,0.6462389380530974
600478.SH,533186274.51666665,0.044178453589842716,0.0222564026018089,60,6.72,False,True,0.9137168141592921,0.5376106194690266,0.6305309734513275,0.16371681415929204,0.6460176991150443
002126.SZ,927606285.5666667,0.04696252865170063,0.02664509683464677,60,33.15,False,True,0.4358407079646018,0.7654867256637168,0.7300884955752213,0.9247787610619469,0.6436946902654868
002378.SZ,730985581.6666666,0.04990433447056251,0.026256920519852175,60,12.86,False,True,0.6061946902654868,0.7477876106194691,0.8097345132743363,0.4668141592920354,0.6371681415929203
000062.SZ,551169272.5833334,0.03043577463254338,0.015737089552155026,60,24.77,False,True,0.8738938053097345,0.252212389380531,0.24336283185840707,0.7765486725663717,0.6355088495575221
002229.SZ,531416307.8666667,0.03168560615453383,0.017578333132510445,60,16.47,False,True,0.922566371681416,0.29867256637168144,0.26991150442477874,0.584070796460177,0.6321902654867257
000566.SZ,637722691.7,0.0462469564039536,0.026255226250718862,60,8.13,False,True,0.7323008849557522,0.745575221238938,0.6946902654867256,0.24446902654867256,0.6317477876106194
002536.SZ,745866039.45,0.04335996934167641,0.024890822696990934,60,21.4,False,True,0.588495575221239,0.6703539823008849,0.6061946902654868,0.7079646017699115,0.63141592920354
002196.SZ,898718265.5833334,0.05611313546167756,0.03385003357415282,60,12.55,False,True,0.45353982300884954,0.9778761061946902,0.9358407079646017,0.45353982300884954,0.6307522123893805
002174.SZ,546067055.7333333,0.03743170507505301,0.020674163145923526,60,11.39,False,True,0.8893805309734514,0.4314159292035398,0.4336283185840708,0.3893805309734513,0.6294247787610621
601069.SH,1041914403.85,0.04908611424408803,0.03098659375089708,60,26.2,False,True,0.36504424778761063,0.9247787610619469,0.7898230088495575,0.8086283185840708,0.629424778761062
000766.SZ,634027604.8666667,0.03728321454529272,0.017366448756319732,60,28.54,False,True,0.7389380530973452,0.2920353982300885,0.4247787610619469,0.8738938053097345,0.629424778761062
002170.SZ,548723677.1833333,0.036857465124467984,0.020048397003824228,60,11.95,False,True,0.8805309734513275,0.40707964601769914,0.415929203539823,0.4247787610619469,0.625
600416.SH,593575789.7,0.03933827354984432,0.02161722526220471,60,13.29,False,True,0.7942477876106194,0.48672566371681414,0.4911504424778761,0.4811946902654867,0.6246681415929204
601677.SH,506792095.85,0.028432276640113826,0.014645735932598988,60,14.13,False,True,0.9889380530973452,0.21902654867256638,0.21238938053097345,0.5154867256637168,0.623783185840708
002080.SZ,1352857948.7833333,0.05589457515773102,0.0318724391586835,60,32.75,False,True,0.24557522123893805,0.9446902654867256,0.9314159292035398,0.918141592920354,0.622787610619469
002370.SZ,731138022.1454545,0.05098113984652559,0.03129483782464392,55,7.3,False,True,0.6039823008849557,0.9292035398230089,0.831858407079646,0.19911504424778761,0.6222345132743363
000762.SZ,831184620.8666667,0.047183787134554116,0.02361633220850882,60,25.64,False,True,0.5088495575221239,0.6039823008849557,0.7411504424778761,0.7942477876106194,0.6198008849557523
002163.SZ,946270179.5833334,0.05838465278657909,0.029871865510130168,60,14.01,False,True,0.4247787610619469,0.8960176991150443,0.9778761061946902,0.5110619469026548,0.6192477876106195
002279.SZ,665369042.5333333,0.046271744647572936,0.026183228884820473,60,9.13,False,True,0.6880530973451328,0.7323008849557522,0.6969026548672567,0.28761061946902655,0.618141592920354
000960.SZ,985930466.8166667,0.04668996363186563,0.028757812141043827,60,25.57,False,True,0.3938053097345133,0.8606194690265486,0.7190265486725663,0.7898230088495575,0.6151548672566372
600986.SH,514927325.6166667,0.03714004145672247,0.0182710140304295,60,8.92,False,True,0.9535398230088495,0.3274336283185841,0.42035398230088494,0.2809734513274336,0.6138274336283186
002269.SZ,620770565.9333333,0.053389559628477516,0.02547141957980129,60,2.04,False,True,0.7566371681415929,0.6969026548672567,0.8871681415929203,0.004424778761061947,0.6138274336283185
603920.SH,1307337345.2,0.04893594313253172,0.02968856428546894,60,39.87,False,True,0.25663716814159293,0.8871681415929203,0.7853982300884956,1.0,0.6107300884955753
002181.SZ,783298105.75,0.05470746169243262,0.029229940901226083,60,9.17,False,True,0.5376106194690266,0.8716814159292036,0.9092920353982301,0.28982300884955753,0.6106194690265486
000833.SZ,1063920516.15,0.0565804966767034,0.02899005067404881,60,20.32,False,True,0.3606194690265487,0.8650442477876106,0.9469026548672567,0.665929203539823,0.6105088495575222
002077.SZ,817978846.3166667,0.05287985602372342,0.02504966197622011,60,14.98,False,True,0.5199115044247787,0.6769911504424779,0.8761061946902655,0.5464601769911505,0.6100663716814159
603626.SH,967926299.6333333,0.0579297684294587,0.03304398303634341,60,12.8,False,True,0.4026548672566372,0.9557522123893806,0.9668141592920354,0.46238938053097345,0.6098451327433629
601126.SH,1165513188.65,0.05468568923606553,0.02817303049196619,60,27.74,False,True,0.3075221238938053,0.8296460176991151,0.9070796460176991,0.8451327433628318,0.6094026548672566
601020.SH,1359504894.0333333,0.05642259111481899,0.03039621000636849,60,29.05,False,True,0.2411504424778761,0.911504424778761,0.9424778761061947,0.8827433628318584,0.6087389380530974
000070.SZ,849657936.9666667,0.05002741087085818,0.02814858255752069,60,13.4,False,True,0.4911504424778761,0.827433628318584,0.8141592920353983,0.497787610619469,0.6081858407079646
601777.SH,612254942.4833333,0.04454252405614499,0.021464162134042765,60,10.1,False,True,0.7721238938053098,0.48008849557522126,0.6393805309734514,0.3407079646017699,0.6075221238938053
002272.SZ,718586364.2666667,0.04244628796870909,0.025211841421127312,60,13.73,False,True,0.6216814159292036,0.6902654867256637,0.5951327433628318,0.5022123893805309,0.6075221238938052
002263.SZ,507763854.03333336,0.03950128790339492,0.02050883871338378,60,3.41,False,True,0.9823008849557522,0.4247787610619469,0.49557522123893805,0.028761061946902654,0.607079646017699
