epoch,train_loss,train_ic,train_daily_ic,valid_loss,valid_mse_loss,valid_pearson_loss,valid_soft_rank_loss,valid_pairwise_loss,valid_ic,valid_daily_ic,valid_top_k_return,valid_hit_rate,valid_excess_return,valid_positive_excess_rate,valid_relative_return,valid_max_drawdown,valid_head_daily_ic,lr,selection_candidate,selection_score
1,0.017704174275627756,0.07142048175172894,0.0770208883747655,0.0025009107775986195,0.0025009107775986195,0.9696488976478577,1.0172624332564217,0.6914306240422385,0.016111181491215997,0.02147449309133854,-0.007485036472124713,0.42857142857142855,-0.007485036480440093,0.42857142857142855,-0.20601105690002441,-0.319446717906935,-0.10432900432900434,0.0008,0.0,
2,0.003907034904279602,0.10007922077203638,0.10731173367561134,0.002704813377931714,0.002704813377931714,0.956396222114563,1.0525486980165755,0.6924687155655452,0.028836448052014324,0.044957740574662064,-0.0011366860167722084,0.4642857142857143,-0.0011366860292452788,0.4642857142857143,-0.05257290601730347,-0.2674747845328064,0.020346320346320345,0.0008,0.0,
3,0.003377427726912067,0.11079283080410209,0.11145680919917353,0.0024243544321507215,0.0024243544321507215,0.9634114503860474,1.0380848603589194,0.6928106120654515,0.03352308749434917,0.03275907557317964,-0.0006963107319149588,0.5,-0.0006963107235995787,0.5,-0.040334999561309814,-0.2715112563881885,-0.06060606060606059,0.0008,0.0,
4,0.00305839328882675,0.11770537965029519,0.12566993114163622,0.002414546674117446,0.002414546674117446,0.9554347991943359,1.0458667193140303,0.6929396348340171,0.027550366363599116,0.04064073268030578,0.0007183194746695725,0.5,0.0007183194663541924,0.5,0.005521178245544434,-0.17830329776281617,-0.10779220779220777,0.0008,0.0,
5,0.002915303773779928,0.12115353184867135,0.13646812351956977,0.002449107589200139,0.002449107589200139,0.9563854932785034,1.0614128900425774,0.6932167900460107,0.02380110022677374,0.04992518918048188,0.002390694465637872,0.4642857142857143,0.002390694465637872,0.4642857142857143,0.05220019817352295,-0.14873857897252096,-0.07099567099567099,0.0008,0.0,
6,0.0027690049796059027,0.1106415919376874,0.11594412884718544,0.0024062362499535084,0.0024062362499535084,0.9609830379486084,1.0254784737314497,0.6924763321876526,0.006289407444584181,0.017065491196136713,0.0015380718728660472,0.5,0.0015380718728660472,0.5,0.011469841003417969,-0.1996420022231471,-0.04285714285714285,0.0008,0.0,
7,0.002747213323794203,0.14241676115095506,0.148003256924332,0.0024055130779743195,0.0024055130779743195,0.9444253444671631,1.0673684030771255,0.6934255510568619,0.046415284764341445,0.05367431013727828,0.005404088530797578,0.5714285714285714,0.0054040885276793104,0.5714285714285714,0.13738977909088135,-0.1412302965084924,0.11255411255411256,0.0008,0.0,
8,0.0026941663254937227,0.12983034926175457,0.13788365586872933,0.002457201248034835,0.002457201248034835,0.951554000377655,1.0459132194519043,0.6927604909454074,0.024100389553917047,0.03496897927420799,0.006560899282963614,0.42857142857142855,0.006560899293357839,0.42857142857142855,0.1720736026763916,-0.12817247546957455,-0.03463203463203462,0.0008,0.0,
9,0.0026768942598918988,0.13539113733682326,0.1422620726130214,0.0024149101227521896,0.0024149101227521896,0.9513781070709229,1.0425169851098741,0.6929050066641399,0.030621823387963647,0.03600515636728235,0.0015490265255461314,0.4642857142857143,0.0015490265172307513,0.4642857142857143,0.013995766639709473,-0.20417563405532135,-0.09480519480519478,0.0008,0.0,
10,0.0026346343904620844,0.1561695261094625,0.1628286386852512,0.002426569117233157,0.002426569117233157,0.949691653251648,1.0597073967967714,0.693609914609364,0.04872216090664571,0.05482817198935879,0.0037692979177726166,0.42857142857142855,0.0037692979094572365,0.42857142857142855,0.08333444595336914,-0.1681446825068288,-0.0004329004329004476,0.0008,0.0,
11,0.0026257549299709463,0.15983472373484559,0.16534137010657102,0.002437323099002242,0.002437323099002242,0.9492079019546509,1.057759308389255,0.6933964171579906,0.047181010129459064,0.050026769320179,0.009332580615591723,0.5,0.009332580609355188,0.5,0.25871992111206055,-0.17006632484395345,0.034199134199134194,0.0008,0.0,
12,0.002629764102858836,0.1267331670558969,0.13131395342005023,0.0024419541005045176,0.0024419541005045176,0.9588821530342102,1.017627043383462,0.6923238720212664,0.012614939031075396,0.015062309778732434,0.008334619516972452,0.5714285714285714,0.008334619508657073,0.5714285714285714,0.23559880256652832,-0.09020278609114185,-0.061038961038961045,0.0008,1.0,1.0
13,0.0026200397714740567,0.1664663305085626,0.1684035052135015,0.002411420689895749,0.002411420689895749,0.9504448175430298,1.0506177651030677,0.6931419521570206,0.0397322520243191,0.043603804806029836,0.006755239230447582,0.4642857142857143,0.006755239213816822,0.4642857142857143,0.17755424976348877,-0.15148142354069172,-0.029437229437229432,0.0008,0.0,
14,0.0025831038180865527,0.1579200850449364,0.1578749116125823,0.0024420979898422956,0.0024420979898422956,0.9621972441673279,1.023754860673632,0.6928165086678096,0.021689823614360542,0.01825686205570785,0.014461149137267577,0.5357142857142857,0.014461149120636816,0.5357142857142857,0.4285471439361572,-0.1930007412286695,-0.029004329004329,0.0008,0.0,
15,0.002587410019748366,0.1768867798881013,0.17430306502514595,0.002460095100104809,0.002460095100104809,0.9586991667747498,1.0316079620804106,0.6927972116640636,0.03441584368751112,0.027204819917426997,0.0072166590398410335,0.4642857142857143,0.007216659031525653,0.4642857142857143,0.18495571613311768,-0.12239194284772636,-0.07272727272727272,0.0008,0.0,
16,0.0025681961903954,0.19647004263755852,0.19162937609876574,0.0024545982014387846,0.0024545982014387846,0.9364964962005615,1.0668366423674993,0.6937892543418067,0.06424223332485514,0.05863052666086431,-0.0016380984452553093,0.5357142857142857,-0.0016380984863124987,0.5357142857142857,-0.058087825775146484,-0.1599604660309829,-0.02857142857142857,0.0008,0.0,
17,0.002549909037713852,0.21318838111349384,0.20975009017188073,0.0024482279550284147,0.0024482279550284147,0.9490100741386414,1.064630314707756,0.6946676011596408,0.05672855239939057,0.0549381071385684,0.0006638128044349807,0.5357142857142857,0.0006638127878042204,0.5357142857142857,0.005092620849609375,-0.21160628106017954,-0.03376623376623376,0.0008,0.0,
18,0.0025354645746850676,0.20297011927429912,0.19602261974903884,0.0024724986869841814,0.0024724986869841814,0.9447027444839478,1.048433929681778,0.6931726081030709,0.045786410821622714,0.04067132459459703,0.0010109895686452677,0.42857142857142855,0.0010109895499356622,0.42857142857142855,0.005110383033752441,-0.1926161446771748,-0.07359307359307357,0.0008,0.0,
19,0.0025287060791046954,0.16155412160990296,0.16135449859912068,0.0025108582340180874,0.0025108582340180874,0.9719008207321167,0.9920892821890968,0.6913863101175853,-0.0013968616523071897,-0.00619743904414092,-0.0025455035086322042,0.4642857142857143,-0.0025455035169475843,0.4642857142857143,-0.10382193326950073,-0.24526973229246896,-0.026406926406926417,0.0008,0.0,
20,0.002523121417298793,0.21334129853184874,0.21278286195814095,0.0024863937869668007,0.0024863937869668007,0.9602500796318054,1.0329793670347758,0.6927768439054489,0.026005150942703233,0.02501701896878614,-0.006006756951267432,0.35714285714285715,-0.006006756947109742,0.35714285714285715,-0.1753307580947876,-0.2619296146326975,-0.07359307359307359,0.0008,0.0,
21,0.0024944015843087904,0.25158667430256554,0.24717117496075258,0.0026237822603434324,0.0026237822603434324,0.9445415735244751,1.0700326072318214,0.6943285039493016,0.05349988764274853,0.05375172046393847,-0.012911974138530371,0.32142857142857145,-0.012911974186343806,0.32142857142857145,-0.3183112144470215,-0.3651963702507227,-0.02554112554112553,0.0008,0.0,
22,0.0024820078423912137,0.25831607193982875,0.25080161460708894,0.0025589161086827517,0.0025589161086827517,0.9452348947525024,1.0694675764867239,0.6949902262006488,0.04545032178673119,0.04894965621260144,-0.0016853867647504167,0.4642857142857143,-0.0016853867647504167,0.4642857142857143,-0.061423420906066895,-0.2208555278563359,-0.012554112554112552,0.0008,0.0,
